,,,,,,,,,,,,,SAMPLE_NAME,UTEN-00078,UTEN-00079,UTEN-00080,UTEN-00081,UTEN-00082,UTEN-00083,UTEN-00084,UTEN-00085,UTEN-00086,UTEN-00087,UTEN-00088,UTEN-00089
1709,1-(1-enyl-oleoyl)-GPE (P-18:1)*,Lipid,Lysoplasmalogen,44621,LC/MS Neg,100005372,6250,462.29899,,,,,,0.7437,0.8914,0.6890,1.0000,0.6723,0.6723,3.8779,4.1010,3.6520,3.6152,0.9160,1.4892
1697,1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)*,Lipid,Plasmalogen,52689,LC/MS Pos Late,100009014,2154,766.57452,,,24767495,,,0.9203,0.8531,0.4436,0.9427,1.4965,2.0632,1.5204,3.1209,0.8761,1.7724,0.9002,1.0573
1691,1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/20:4)*,Lipid,Plasmalogen,52673,LC/MS Pos Late,100009002,2270,724.52757,,,24769238,,,0.5819,0.6848,0.9396,0.9212,7.8139,12.6787,10.3770,15.3131,0.6377,9.8325,0.8914,1.0604
1698,1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16:0/18:2)*,Lipid,Plasmalogen,52682,LC/MS Pos Late,100009009,2226,742.57452,,,24767486,,,0.6974,0.8783,0.6078,1.0274,0.7684,1.0739,2.5891,3.2265,0.8002,1.7134,0.6078,1.0000
1688,1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)*,Lipid,Plasmalogen,52677,LC/MS Pos Late,100009069,2351,700.52757,,,24769229,,,0.2260,0.3553,1.3865,0.6135,4.7482,9.2569,10.9955,10.5660,0.1839,6.6878,0.3017,0.4327
1693,1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1)*,Lipid,Plasmalogen,52478,LC/MS Pos Late,100009007,2443,744.59017,,,,,,0.8025,1.2579,1.5969,1.2305,0.2393,0.2393,0.2393,0.5884,0.9732,0.2393,1.0000,1.0108
1687,1-(1-enyl-palmitoyl)-2-oleoyl-GPE (P-16:0/18:1)*,Lipid,Plasmalogen,52477,LC/MS Pos Late,100009005,2600,702.54322,,,24769228,,,0.2311,0.3213,1.4795,0.5205,1.9007,3.1883,4.7367,4.6925,0.2454,3.6685,0.4073,0.3501
1690,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,Plasmalogen,52713,LC/MS Pos Late,100009160,2218,716.55887,,,24767482,,,0.7926,1.4995,0.3199,1.0083,0.3199,0.3199,0.3199,0.3199,1.0527,0.3199,1.0000,0.9692
1689,1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0)*,Lipid,Plasmalogen,52716,LC/MS Pos Late,100009162,2454,718.57452,,11146967,9322076,,,0.4315,0.7291,1.2821,0.6799,1.2709,1.5225,2.7160,2.6955,0.4127,1.9744,0.4504,0.5693
1706,1-(1-enyl-palmitoyl)-GPC (P-16:0)*,Lipid,Lysoplasmalogen,52474,LC/MS Pos Late,100002875,1547,480.34485,,10917802,9093054,,,0.9739,1.0726,0.9695,1.0000,0.8007,0.8007,0.8007,0.8007,1.2617,0.8007,0.8007,1.0581
1707,1-(1-enyl-palmitoyl)-GPE (P-16:0)*,Lipid,Lysoplasmalogen,39270,LC/MS Pos Late,100003000,1558,438.2979,,,10471193,,,0.4737,0.5803,1.2317,0.7683,2.9782,2.8487,3.9379,3.3790,0.5465,3.2641,0.5019,0.6303
1701,1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*,Lipid,Plasmalogen,52475,LC/MS Pos Late,100008999,2511,752.55887,,9547058,7826008,,HMDB05779,0.6519,0.7066,0.2918,0.9042,2.7201,4.1722,3.4478,5.4390,0.8193,3.1287,0.8951,1.0958
1696,1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2)*,Lipid,Plasmalogen,52748,LC/MS Pos Late,100009225,2633,728.55887,,,24769261,,,0.3859,0.4699,1.2016,0.7984,4.7377,7.6269,7.9265,10.7563,0.2794,5.7573,0.4690,0.7303
1695,1-(1-enyl-stearoyl)-2-oleoyl-GPE (P-18:0/18:1),Lipid,Plasmalogen,52614,LC/MS Pos Late,100008919,2950,730.57452,144371-68-6,,24769260,,,0.8073,0.8029,0.7091,1.0000,3.1167,3.8044,0.7091,6.3503,0.8485,5.0579,0.8783,1.1515
1711,1-(1-enyl-stearoyl)-GPE (P-18:0)*,Lipid,Lysoplasmalogen,39271,LC/MS Neg,100003001,6500,464.31464,,,,,,0.8600,0.8193,0.3492,0.9998,0.8647,0.3492,1.8544,4.7202,3.2194,1.7111,1.0000,1.4149
3618,1-(3-aminopropyl)-2-pyrrolidone,Xenobiotics,Chemical,40506,LC/MS Pos Early,100003263,2420,143.11789,7663-77-6,82111,74106,,,0.9519,0.3613,1.0481,0.3613,34.2560,0.3613,0.3613,0.3613,0.3613,0.3613,0.3613,0.3613
1611,1-arachidonoyl-GPC (20:4n6)*,Lipid,Lysolipid,33228,LC/MS Pos Late,100001551,1460,544.33977,,,21403155,C05208,HMDB10395,0.6954,0.6427,0.7179,0.8712,4.3313,5.0697,10.6702,45.8344,1.0603,4.3454,0.5871,0.9397
1637,1-arachidonoyl-GPE (20:4n6)*,Lipid,Lysolipid,35186,LC/MS Pos Late,100001571,1450,502.29282,,42607465,21403171,,HMDB11517,0.8241,0.6691,0.7826,0.9640,2.8958,4.7102,5.0097,11.4210,0.7652,5.6513,0.5181,1.0360
1658,1-arachidonoyl-GPI (20:4)*,Lipid,Lysolipid,34214,LC/MS Neg,100001654,5482,619.28888,,,,,HMDB61690,0.8583,0.9075,0.7976,1.1944,0.6743,0.6743,0.6743,3.1484,1.5891,2.2213,0.6743,1.0000
1621,1-lignoceroyl-GPC (24:0),Lipid,Lysolipid,49617,LC/MS Pos Late,100002873,1907,608.46497,325171-59-3,,,,,0.5568,1.0000,2.7033,1.6701,0.4858,0.4858,0.4858,0.4858,0.4858,0.4858,0.4858,0.4858
1601,1-linolenoyl-GPC (18:3)*,Lipid,Lysolipid,45951,LC/MS Pos Late,100005350,1422,518.32412,,,,,,1.0468,0.5966,0.4193,0.5520,0.4193,0.4193,16.7630,98.6105,1.7744,0.4193,0.4193,0.9532
1540,1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,Lipid,Phospholipid Metabolism,52710,LC/MS Pos Late,100009131,1969,806.56944,,,24766809,,,0.5806,0.5582,1.1418,0.8278,4.4441,6.2160,6.4328,12.8929,0.5522,4.9387,0.5792,0.8582
1599,1-linoleoyl-GPC (18:2),Lipid,Lysolipid,34419,LC/MS Pos Late,100001395,1465,520.33977,,11988421,10160888,C04100,HMDB10386,0.4939,0.3295,1.2844,0.4400,7.2906,9.7612,15.3748,57.0639,0.7156,7.9537,0.3254,0.5054
1633,1-linoleoyl-GPE (18:2)*,Lipid,Lysolipid,36600,LC/MS Pos Late,100001570,1482,478.29282,,52925130,21403170,,HMDB11507,0.3525,0.3905,1.4237,0.5763,3.3972,6.6655,7.8854,19.3881,0.2935,5.5952,0.2358,0.3839
1654,1-linoleoyl-GPI (18:2)*,Lipid,Lysolipid,36594,LC/MS Neg,100001778,5494,595.28888,,,,,,1.0914,0.9664,0.3075,0.8265,0.3075,0.3075,0.3075,0.3075,2.6843,0.3075,0.3075,1.0336
1730,1-linoleoylglycerol (18:2),Lipid,Monoacylglycerol,27447,LC/MS Neg,100001040,6477,279.23293,2277-28-3,5283469,4446589,,,0.5591,0.3530,1.3277,0.6723,3.0875,6.1166,6.6627,5.9931,0.5235,4.2778,0.2866,0.3753
396,1-methylguanidine,Amino Acid,Guanidino and Acetamido Metabolism,48114,LC/MS Pos Early,100000715,2149,74.07127,22661-87-6,10111,28576,C02294,HMDB01522,0.6293,0.6244,10.1106,1.3707,0.6244,0.6244,0.6244,0.6244,0.6244,0.6244,0.6244,0.6244
57,1-methylhistidine,Amino Acid,Histidine Metabolism,30460,LC/MS Pos Early,100001051,2755,170.09241,332-80-9,92105,83153,C01152,HMDB00001,0.7964,0.6215,0.6269,0.9359,1.3329,2.6703,1.8985,3.2852,1.0641,2.0458,0.7033,0.9093
73,1-methylimidazoleacetate,Amino Acid,Histidine Metabolism,32350,LC/MS Pos Early,100001208,2064,141.06586,2625-49-2,75810,68319,C05828,HMDB02820,0.3136,0.2068,1.2830,0.7170,4.8151,9.6878,6.2103,11.7719,0.4236,11.1307,0.3937,0.4073
2736,1-methylnicotinamide,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,27665,LC/MS Pos Early,55,1940,137.07094,1005-24-9,10129985,8305504,C02918,HMDB00699,0.1436,0.2567,1.5708,0.4292,17.2542,33.9810,26.2268,53.6369,0.2794,23.4878,0.2484,0.4115
1752,1-oleoyl-2-linoleoyl-glycerol (18:1/18:2),Lipid,Diacylglycerol,46798,LC/MS Pos Late,100002989,3115,636.55616,106292-55-1,,23975985,,,0.2783,0.2898,1.5168,0.4832,13.9456,12.3849,10.3891,15.0984,0.2243,10.6234,0.3742,0.3522
1485,1-oleoyl-2-linoleoyl-GPC (18:1/18:2)*,Lipid,Phospholipid Metabolism,52453,LC/MS Pos Late,100008981,2165,784.58509,,,,,,0.2517,0.3184,1.3777,0.4923,5.4268,9.7799,8.8291,15.4596,0.2738,7.8633,0.3452,0.6223
1537,1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,Lipid,Phospholipid Metabolism,52687,LC/MS Pos Late,100009078,2270,742.53813,,9546753,7825703,,HMDB05349,0.1426,0.2100,1.5838,0.4162,5.2270,11.0039,9.5419,14.4925,0.1328,9.0206,0.2425,0.3893
1753,1-oleoyl-3-linoleoyl-glycerol (18:1/18:2),Lipid,Diacylglycerol,46799,LC/MS Pos Late,100002990,3223,636.55616,104346-53-4,,,,,0.3340,0.3037,1.5173,0.4827,9.0374,10.0694,9.2247,12.4106,0.3087,7.7205,0.4650,0.4707
1596,1-oleoyl-GPC (18:1),Lipid,Lysolipid,48258,LC/MS Pos Late,100001272,1540,522.35542,19420-56-5,16081932,17240641,,HMDB02815,0.5248,0.4050,1.3524,0.6476,3.2193,3.2344,5.8269,20.0732,0.6023,3.0111,0.3408,0.5406
1629,1-oleoyl-GPE (18:1),Lipid,Lysolipid,35628,LC/MS Pos Late,100001569,1554,480.30847,89576-29-4,9547071,7826021,,HMDB11506,0.3368,0.3967,1.3893,0.5234,1.3458,2.8777,3.0112,4.8487,0.6542,3.7258,0.3380,0.5430
1652,1-oleoyl-GPI (18:1)*,Lipid,Lysolipid,36602,LC/MS Neg,100001777,5599,597.30453,,,,,,0.9654,1.0346,0.5085,0.7747,0.5085,0.5085,0.5085,0.5085,3.8369,0.5085,0.5085,1.4306
1661,1-oleoyl-GPS (18:1),Lipid,Lysolipid,19260,LC/MS Neg,100000630,5607,522.28374,,9547099,7826049,,,1.2391,1.0576,0.7275,0.9064,0.7275,0.7275,0.7275,0.7275,3.3846,0.7275,0.7275,0.9424
1728,1-oleoylglycerol (18:1),Lipid,Monoacylglycerol,21184,LC/MS Neg,100000924,6300,281.24858,111-03-5,5283468,4446588,,HMDB11567,0.3161,0.2164,1.3252,0.4144,3.7345,9.9131,12.6615,6.9294,0.6748,11.6622,0.3787,0.4151
1529,1-palmitoleoyl-2-linoleoyl-GPC (16:1/18:2)*,Lipid,Phospholipid Metabolism,52683,LC/MS Pos Late,100009075,2003,756.55378,,,24766675,,,0.3746,0.3787,1.3938,0.6062,4.6138,7.5429,6.7760,12.3901,0.2715,5.1188,0.3173,0.4183
1751,1-palmitoleoyl-2-oleoyl-glycerol (16:1/18:1)*,Lipid,Diacylglycerol,52632,LC/MS Pos Late,100009053,3035,610.54051,,9543694,7822644,,HMDB07131,0.2316,0.2863,1.3220,0.2945,19.2544,19.0139,17.5517,23.9957,0.5232,15.5344,0.6780,0.6688
1754,1-palmitoleoyl-3-oleoyl-glycerol (16:1/18:1)*,Lipid,Diacylglycerol,52631,LC/MS Pos Late,100009054,3154,610.54051,,,,,,0.1998,0.2258,1.0812,0.2147,14.7690,16.1659,18.0611,20.6145,0.6200,12.2424,0.8325,0.9188
1590,1-palmitoleoyl-GPC (16:1)*,Lipid,Lysolipid,33230,LC/MS Pos Late,100001511,1450,494.32412,,24779461,21403152,,HMDB10383,0.5657,0.6315,1.1323,0.6621,2.8126,3.2528,5.2776,23.4938,0.8677,2.4843,0.4845,0.6095
1742,1-palmitoleoylglycerol (16:1)*,Lipid,Monoacylglycerol,52431,LC/MS Neg,100008952,6094,253.21727,,,,,,0.8957,0.3385,2.6475,1.0000,0.3385,0.3385,24.6545,0.3385,3.1763,0.3385,0.3385,0.7168
1476,1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4),Lipid,Phospholipid Metabolism,52462,LC/MS Pos Late,100008914,2091,782.56944,35418-58-7,10747814,8923140,,,0.5443,0.5451,1.2522,0.7478,2.0234,2.7914,2.5486,6.5054,0.6110,1.8781,0.5935,0.7368
1498,1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4)*,Lipid,Phospholipid Metabolism,52464,LC/MS Pos Late,100008990,2198,740.52248,,9546800,7825750,,HMDB05323,0.2051,0.2122,1.5179,0.4821,3.1144,5.9274,4.2615,7.0194,0.2180,2.6986,0.3496,0.3101
1755,1-palmitoyl-2-linoleoyl-glycerol (16:0/18:2)*,Lipid,Diacylglycerol,52633,LC/MS Pos Late,100009052,3080,610.54051,,9543695,7822645,,"HMDB05207,HMDB07103",0.2332,0.2342,1.5102,0.4898,11.1019,10.5676,7.9484,14.1362,0.1410,8.5536,0.2010,0.2143
1471,1-palmitoyl-2-linoleoyl-GPC (16:0/18:2),Lipid,Phospholipid Metabolism,42446,LC/MS Pos Late,1537,2160,758.56944,40811-94-7,5287971,4450224,,,0.3253,0.4146,1.4061,0.5939,4.5170,7.4535,6.8166,14.8340,0.3086,5.0008,0.3126,0.4549
1500,1-palmitoyl-2-linoleoyl-GPE (16:0/18:2),Lipid,Phospholipid Metabolism,42449,LC/MS Pos Late,100001870,2275,716.52248,,9546747,7825697,,HMDB05322,0.1650,0.2516,1.5506,0.4494,5.6165,11.4657,9.5642,13.5873,0.1138,6.9793,0.1995,0.2694
1469,1-palmitoyl-2-oleoyl-GPC (16:0/18:1),Lipid,Phospholipid Metabolism,52461,LC/MS Pos Late,1539,2358,760.58509,26853-31-6;26853-31-6,6436017,4940699,,,0.3214,0.3890,1.4343,0.5657,1.9670,2.9493,2.5929,5.4688,0.4439,2.4409,0.4657,0.5527
1493,1-palmitoyl-2-oleoyl-GPE (16:0/18:1),Lipid,Phospholipid Metabolism,19263,LC/MS Pos Late,1526,2509,718.53813,26662-94-2,5283496,4446615,,HMDB05320,0.2082,0.2605,1.5194,0.4806,3.5163,5.8116,5.1353,7.9410,0.2403,5.2908,0.3721,0.3934
1491,1-palmitoyl-2-oleoyl-GPG (16:0/18:1),Lipid,Phospholipid Metabolism,52448,LC/MS Polar,100000641,745,747.51853,,5283509,4446626,,,0.6185,0.5962,1.2983,0.7559,1.2197,2.7455,1.7108,3.8500,0.5005,2.3012,0.7463,0.7803
1481,1-palmitoyl-2-palmitoleoyl-GPC (16:0/16:1)*,Lipid,Phospholipid Metabolism,52470,LC/MS Pos Late,100008984,2160,732.55378,,,,,,0.6816,0.9780,0.8409,1.0220,2.9929,5.0339,4.2641,6.8302,0.8457,3.4068,0.8292,0.9119
1517,1-palmitoyl-2-stearoyl-GPC (16:0/18:0),Lipid,Phospholipid Metabolism,52616,LC/MS Pos Late,100008921,2653,762.60074,59403-51-9,,24766643,,,0.7636,0.8344,0.5365,0.9022,2.3453,3.0327,2.7890,4.3400,0.9264,2.3807,0.7578,1.0736
1756,1-palmitoyl-3-linoleoyl-glycerol (16:0/18:2)*,Lipid,Diacylglycerol,52634,LC/MS Pos Late,100009055,3197,610.54104,,,,,,0.2611,0.2389,1.5701,0.4299,6.9595,8.9619,8.0151,10.8686,0.2350,6.7941,0.3212,0.3351
1588,1-palmitoyl-GPC (16:0),Lipid,Lysolipid,33955,LC/MS Pos Late,100001263,1525,496.33977,17364-16-8,86554,78064,,HMDB10382,0.3688,0.3715,1.5254,0.4746,2.6776,3.1577,4.5937,16.0731,0.4476,2.8997,0.2976,0.4017
1624,1-palmitoyl-GPE (16:0),Lipid,Lysolipid,35631,LC/MS Pos Late,100001567,1544,454.29282,,9547069,7826019,,HMDB11503,0.3407,0.3467,2.2869,0.6629,1.3371,1.7356,1.7351,2.8494,0.3421,1.3742,0.3299,0.3771
1671,1-palmitoyl-GPG (16:0)*,Lipid,Lysolipid,45970,LC/MS Neg,100005717,5570,483.27284,,3300276,2548639,,,0.9671,0.4749,6.3267,1.7746,0.4749,0.4749,0.4749,0.4749,3.4812,0.4749,0.9686,1.0000
1647,1-palmitoyl-GPI (16:0)*,Lipid,Lysolipid,35305,LC/MS Neg,100001655,5564,571.28888,,,,,HMDB61695,0.7814,0.8414,2.8949,1.1105,0.6477,0.6477,0.6477,1.6305,2.7364,0.6477,0.6477,0.8895
1470,1-stearoyl-2-arachidonoyl-GPC (18:0/20:4),Lipid,Phospholipid Metabolism,42450,LC/MS Pos Late,100001869,2300,810.60074,35418-59-8,16219824,17347139,,,0.6849,0.7106,0.3672,0.8576,2.1878,3.2848,2.3961,5.8343,0.8883,2.3186,0.7846,1.1117
1495,1-stearoyl-2-arachidonoyl-GPE (18:0/20:4),Lipid,Phospholipid Metabolism,52447,LC/MS Pos Late,100008977,2424,768.55378,,5289133,4451158,,,0.5643,0.6106,0.9850,0.8414,7.4459,13.1755,8.8549,15.9291,0.6873,7.0798,0.7737,1.0150
1484,1-stearoyl-2-arachidonoyl-GPI (18:0/20:4),Lipid,Phospholipid Metabolism,52449,LC/MS Polar,100000616,870,885.54948,,,21403055,,,0.4609,0.5438,0.7534,0.8438,11.0645,16.2057,17.1784,23.2066,0.6819,4.5551,0.6995,1.1562
1581,1-stearoyl-2-arachidonoyl-GPS (18:0/20:4),Lipid,Phosphatidylserine (PS),52235,LC/MS Pos Late,100001872,2565,812.54361,,,,,,0.4179,0.5104,1.0736,0.6842,6.1792,9.8926,6.6609,14.2601,0.6238,7.1152,0.7314,0.9264
1477,1-stearoyl-2-linoleoyl-GPC (18:0/18:2)*,Lipid,Phospholipid Metabolism,52452,LC/MS Pos Late,100008980,2380,786.60074,,,,,,0.3496,0.4282,1.2508,0.6318,5.7137,10.8366,8.7530,15.8895,0.4446,8.8629,0.4626,0.7492
1503,1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*,Lipid,Phospholipid Metabolism,52446,LC/MS Pos Late,100008976,2522,744.55378,,9546749,7825699,,,0.2209,0.3154,1.4330,0.5467,8.5679,17.2118,13.8506,20.7313,0.2550,10.9885,0.3574,0.5670
1473,1-stearoyl-2-oleoyl-GPC (18:0/18:1),Lipid,Phospholipid Metabolism,52438,LC/MS Pos Late,100008904,2644,788.61639,56421-10-4,,24766704,,,0.5846,0.6616,0.4432,0.7871,2.4367,3.8187,2.9628,5.5718,0.9011,3.4901,0.7256,1.0989
1497,1-stearoyl-2-oleoyl-GPE (18:0/18:1),Lipid,Phospholipid Metabolism,42448,LC/MS Pos Late,100001856,2858,746.56944,,,,,,0.6171,0.6867,0.8615,0.8643,4.7439,6.7443,5.7000,9.8158,0.7803,8.1310,0.7659,1.1357
1582,1-stearoyl-2-oleoyl-GPS (18:0/18:1),Lipid,Phosphatidylserine (PS),48494,LC/MS Polar,100000639,901,788.54473,,9547087,7826037,,,0.5471,0.7628,0.5471,0.8956,0.5471,0.5471,3.1621,6.6354,1.1044,0.5471,0.7624,1.4012
1594,1-stearoyl-GPC (18:0),Lipid,Lysolipid,33961,LC/MS Pos Late,100001271,1606,524.37107,19420-57-6,497299,435389,,HMDB10384,0.6691,0.6985,0.9991,0.7594,3.8784,5.9362,6.7142,17.6033,1.0009,4.5719,0.5691,0.9272
1627,1-stearoyl-GPE (18:0),Lipid,Lysolipid,42398,LC/MS Pos Late,100001461,1626,482.32412,69747-55-3,9547068,7826018,,HMDB11130,0.6107,0.6460,1.1602,0.7943,2.6025,4.4022,3.8381,6.7767,0.7941,3.3435,0.5535,0.8398
1650,1-stearoyl-GPI (18:0),Lipid,Lysolipid,19324,LC/MS Neg,100000656,5794.3,599.32018,796963-93-4,,21403067,,HMDB61696,0.8387,0.7404,1.1353,0.9451,0.9176,0.8784,1.0549,3.8018,3.0693,1.4736,0.6196,1.1165
1660,1-stearoyl-GPS (18:0)*,Lipid,Lysolipid,45966,LC/MS Neg,100004327,5800,524.29939,,9547101,7826051,,,0.7151,0.5951,1.2564,0.8992,1.1883,0.9452,1.0548,3.1032,1.9568,1.8141,0.4882,0.7737
1047,10-heptadecenoate (17:1n7),Lipid,Long Chain Fatty Acid,33971,LC/MS Neg,100001278,5555,267.23295,29743-97-3,5312435,4471860,,HMDB60038,0.3730,0.3344,1.0491,0.6981,8.9309,9.0479,8.9203,16.6812,0.9509,12.3046,0.5221,0.6160
1057,10-nonadecenoate (19:1n9),Lipid,Long Chain Fatty Acid,33972,LC/MS Neg,100001277,5780,295.26425,73033-09-7,5312513,4471938,,HMDB13622,0.4310,0.2755,1.2947,0.7053,2.9534,4.4646,7.1105,12.7942,0.6753,7.9718,0.4028,0.4511
1331,"12,13-DiHOME",Lipid,"Fatty Acid, Dihydroxy",38395,LC/MS Neg,62,5137,313.23843,263399-35-5,10236635,8412123,C14829,HMDB04705,0.7770,0.3724,1.1400,0.8600,4.1979,5.3431,4.2303,5.1339,0.1890,4.1611,0.1351,0.2569
1403,12-HETE,Lipid,Eicosanoid,37536,LC/MS Neg,100002167,5326,319.22786,71030-37-0;73837-14-6,5312983,21509475,,HMDB06111,0.8241,0.6108,1.0265,0.9077,2.4994,2.5448,3.1513,2.6144,0.9117,3.9002,0.6202,0.9735
1404,15-HETE,Lipid,Eicosanoid,37538,LC/MS Neg,100000565,5298,319.22786,54845-95-3,5280724,4444307,C04742,HMDB02110,1.0639,0.4650,0.9361,0.6810,1.8764,1.6542,2.5318,3.9424,0.6154,2.2016,0.2914,0.5601
1145,15-methylpalmitate,Lipid,"Fatty Acid, Branched",38768,LC/MS Neg,100002945,5695,269.24868,,17903417,,,,0.3092,0.2551,1.1043,0.6357,6.5441,11.9371,14.3956,24.1841,0.8957,13.6727,0.6844,0.5796
1312,16-hydroxypalmitate,Lipid,"Fatty Acid, Monohydroxy",39609,LC/MS Neg,100002953,5236.2,271.22786,506-13-8,10466,10034,C18218,HMDB06294,0.2976,0.4438,1.1535,0.7508,28.6291,27.2632,16.3002,19.6315,0.4846,11.2383,0.5824,0.8465
1148,17-methylstearate,Lipid,"Fatty Acid, Branched",38296,LC/MS Neg,100002356,5993,297.2799,2724-59-6,3083779,2340933,,,0.3863,0.2119,1.3257,0.6743,4.6570,5.6992,8.1248,14.5991,0.5389,6.6876,0.3055,0.3319
2707,2'-deoxycytidine,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",15949,LC/MS Pos Early,100000125,2193,228.09789,951-77-9,13711,13117,C00881,HMDB00014,0.4509,0.4962,1.2783,0.7217,1.3292,1.8253,2.7671,8.1241,0.5663,3.6670,0.3970,0.4681
2655,2'-deoxyguanosine,Nucleotide,"Purine Metabolism, Guanine containing",1411,LC/MS Pos Early,348,1890,268.10404,961-07-9,187790,163230,C00330,HMDB00085,0.5318,2.1697,1.0000,1.2725,0.5318,0.5318,0.5318,0.5318,1.5744,0.5318,0.7017,0.9511
2590,2'-deoxyinosine,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",15076,LC/MS Neg,100000135,1688,251.07857,890-38-0,65058,58569,C05512,HMDB00071,0.5772,1.2589,1.5933,1.0000,0.4283,0.4283,0.4283,0.4283,1.0895,0.4283,0.4283,0.7616
