"","space","start","end","width","peak","feature","names","strand","start_position","end_position","insideFeature","distancetoFeature","shortestDistance","fromOverlappingOrNearest","external_gene_name","V1","V2","V3","V5","V6","V7","V8","V9"
"26","1",24347922,24348237,316,"peak121","ENSG00000232298","peak121 ENSG00000232298","-",24307556,24321901,"upstream",-26021,26021,"NearestStart","RP11-10N16.3","chr1",24347922,24348237,37,".",120.13,-1,-1
"27","1",24701314,24702184,871,"peak122","ENSG00000169504","peak122 ENSG00000169504","+",24745357,24844324,"upstream",-44043,43173,"NearestStart","CLIC4","chr1",24701314,24702184,104,".",334.99,-1,-1
"28","1",24894385,24894977,593,"peak123","ENSG00000278034","peak123 ENSG00000278034","-",24919345,24919416,"downstream",25031,24368,"NearestStart","MIR6731","chr1",24894385,24894977,147,".",474.82,-1,-1
"29","1",24896823,24897356,534,"peak124","ENSG00000278034","peak124 ENSG00000278034","-",24919345,24919416,"downstream",22593,21989,"NearestStart","MIR6731","chr1",24896823,24897356,401,".",1287.16,-1,-1
"30","1",24924126,24924568,443,"peak125","ENSG00000278034","peak125 ENSG00000278034","-",24919345,24919416,"upstream",-4710,4710,"NearestStart","MIR6731","chr1",24924126,24924568,46,".",150.02,-1,-1
"31","1",24959241,24959709,469,"peak126","ENSG00000229162","peak126 ENSG00000229162","+",24961345,24963097,"upstream",-2104,1636,"NearestStart","RP11-84D1.1","chr1",24959241,24959709,37,".",119.75,-1,-1
"32","1",25802624,25803271,648,"peak127","ENSG00000162430","peak127 ENSG00000162430","+",25800176,25818224,"inside",2448,2448,"NearestStart","SEPN1","chr1",25802624,25803271,673,".",2162.19,-1,-1
"33","1",25827502,25828095,594,"peak128","ENSG00000272478","peak128 ENSG00000272478","-",25831913,25832134,"downstream",4632,3818,"NearestStart","RP1-317E23.7","chr1",25827502,25828095,54,".",175.83,-1,-1
"34","1",25988208,25988895,688,"peak129","ENSG00000158006","peak129 ENSG00000158006","-",25959767,25998157,"inside",9949,9262,"NearestStart","PAFAH2","chr1",25988208,25988895,553,".",1776.88,-1,-1
"35","1",7019585,7019898,314,"peak13","ENSG00000237365","peak13 ENSG00000237365","-",7008376,7014279,"upstream",-5306,5306,"NearestStart","RP11-334N17.1","chr1",7019585,7019898,71,".",229.51,-1,-1
"36","1",26083500,26084357,858,"peak130","ENSG00000265320","peak130 ENSG00000265320","+",26071578,26071677,"downstream",11922,11823,"NearestStart","AL391650.1","chr1",26083500,26084357,700,".",2248.42,-1,-1
"37","1",27868419,27868912,494,"peak131","ENSG00000130775","peak131 ENSG00000130775","+",27872543,27886685,"upstream",-4124,3631,"NearestStart","THEMIS2","chr1",27868419,27868912,143,".",459.77,-1,-1
"38","1",29432496,29432741,246,"peak132","ENSG00000266678","peak132 ENSG00000266678","+",29432481,29432562,"overlapEnd",15,15,"NearestStart","AL139151.1","chr1",29432496,29432741,34,".",112.27,-1,-1
"39","1",31528419,31528731,313,"peak133","ENSG00000260636","peak133 ENSG00000260636","+",31538044,31540769,"upstream",-9625,9313,"NearestStart","RP11-439L8.5","chr1",31528419,31528731,38,".",124.7,-1,-1
"40","1",31659295,31660114,820,"peak134","ENSG00000162517","peak134 ENSG00000162517","-",31629862,31644896,"upstream",-14399,14399,"NearestStart","PEF1","chr1",31659295,31660114,592,".",1901.76,-1,-1
"41","1",31669521,31669949,429,"peak135","ENSG00000162517","peak135 ENSG00000162517","-",31629862,31644896,"upstream",-24625,24625,"NearestStart","PEF1","chr1",31669521,31669949,100,".",324.02,-1,-1
"42","1",31730921,31732014,1094,"peak136","ENSG00000084636","peak136 ENSG00000084636","-",31652247,31704319,"upstream",-26602,26602,"NearestStart","COL16A1","chr1",31730921,31732014,556,".",1787.37,-1,-1
"43","1",31742325,31742746,422,"peak137","ENSG00000266580","peak137 ENSG00000266580","-",31758660,31758735,"downstream",16410,15914,"NearestStart","MIR4254","chr1",31742325,31742746,58,".",187.97,-1,-1
"44","1",31813690,31814071,382,"peak138","ENSG00000134668","peak138 ENSG00000134668","-",31790422,31816051,"inside",2361,1980,"NearestStart","SPOCD1","chr1",31813690,31814071,80,".",258.77,-1,-1
"45","1",31841223,31842119,897,"peak139","ENSG00000203620","peak139 ENSG00000203620","-",31842019,31855568,"overlapEnd",14345,100,"NearestStart","RP11-84A19.2","chr1",31841223,31842119,600,".",1928.66,-1,-1
"46","1",7386367,7386664,298,"peak14","ENSG00000237728","peak14 ENSG00000237728","-",7382487,7389754,"inside",3387,3090,"NearestStart","RP3-453P22.2","chr1",7386367,7386664,35,".",113.38,-1,-1
"47","1",32028550,32028839,290,"peak140","ENSG00000121774","peak140 ENSG00000121774","+",32013829,32060850,"inside",14721,14721,"NearestStart","KHDRBS1","chr1",32028550,32028839,35,".",114.44,-1,-1
"48","1",32296247,32296745,499,"peak141","ENSG00000116478","peak141 ENSG00000116478","+",32292086,32333635,"inside",4161,4161,"NearestStart","HDAC1","chr1",32296247,32296745,141,".",454.24,-1,-1
"49","1",32303347,32303811,465,"peak142","ENSG00000116478","peak142 ENSG00000116478","+",32292086,32333635,"inside",11261,11261,"NearestStart","HDAC1","chr1",32303347,32303811,76,".",246.3,-1,-1
"50","1",32308291,32308974,684,"peak143","ENSG00000116478","peak143 ENSG00000116478","+",32292086,32333635,"inside",16205,16205,"NearestStart","HDAC1","chr1",32308291,32308974,584,".",1875.44,-1,-1
"51","1",32345707,32346146,440,"peak144","ENSG00000233775","peak144 ENSG00000233775","-",32349194,32350663,"downstream",4956,3048,"NearestStart","RP4-811H24.9","chr1",32345707,32346146,164,".",529.21,-1,-1
"52","1",32346428,32346899,472,"peak145","ENSG00000233775","peak145 ENSG00000233775","-",32349194,32350663,"downstream",4235,2295,"NearestStart","RP4-811H24.9","chr1",32346428,32346899,46,".",149.82,-1,-1
"53","1",32347104,32347473,370,"peak146","ENSG00000233775","peak146 ENSG00000233775","-",32349194,32350663,"downstream",3559,1721,"NearestStart","RP4-811H24.9","chr1",32347104,32347473,32,".",102.78,-1,-1
"54","1",32363068,32363655,588,"peak147","ENSG00000225828","peak147 ENSG00000225828","-",32361270,32364278,"inside",1210,623,"NearestStart","FAM229A","chr1",32363068,32363655,168,".",539.63,-1,-1
"55","1",32376528,32376937,410,"peak148","ENSG00000225828","peak148 ENSG00000225828","-",32361270,32364278,"upstream",-12250,12250,"NearestStart","FAM229A","chr1",32376528,32376937,59,".",191.96,-1,-1
"56","1",32379487,32379847,361,"peak149","ENSG00000160058","peak149 ENSG00000160058","-",32365103,32394731,"inside",15244,14384,"NearestStart","BSDC1","chr1",32379487,32379847,144,".",463.53,-1,-1
"57","1",7507729,7508231,503,"peak15","ENSG00000225126","peak15 ENSG00000225126","-",7441096,7441554,"upstream",-66175,66175,"NearestStart","RP4-549F15.1","chr1",7507729,7508231,959,".",3078.5,-1,-1
"58","1",32392046,32392427,382,"peak150","ENSG00000160058","peak150 ENSG00000160058","-",32365103,32394731,"inside",2685,2304,"NearestStart","BSDC1","chr1",32392046,32392427,51,".",164.39,-1,-1
"59","1",32397586,32398348,763,"peak151","ENSG00000160058","peak151 ENSG00000160058","-",32365103,32394731,"upstream",-2855,2855,"NearestStart","BSDC1","chr1",32397586,32398348,104,".",334.08,-1,-1
"60","1",33471337,33471646,310,"peak152","ENSG00000121903","peak152 ENSG00000121903","+",33472645,33496507,"upstream",-1308,999,"NearestStart","ZSCAN20","chr1",33471337,33471646,35,".",113.38,-1,-1
"61","1",33474132,33474722,591,"peak153","ENSG00000121903","peak153 ENSG00000121903","+",33472645,33496507,"inside",1487,1487,"NearestStart","ZSCAN20","chr1",33474132,33474722,66,".",211.91,-1,-1
"62","1",33701239,33701441,203,"peak154","ENSG00000280715","peak154 ENSG00000280715","-",33732499,33732635,"downstream",31396,31058,"NearestStart","AL161643.1","chr1",33701239,33701441,57,".",183.44,-1,-1
"63","1",34409570,34409905,336,"peak155","ENSG00000270241","peak155 ENSG00000270241","-",34276859,34277292,"upstream",-132278,132278,"NearestStart","RP4-657M3.2","chr1",34409570,34409905,52,".",168.05,-1,-1
"64","1",34412435,34412752,318,"peak156","ENSG00000270241","peak156 ENSG00000270241","-",34276859,34277292,"upstream",-135143,135143,"NearestStart","RP4-657M3.2","chr1",34412435,34412752,58,".",188.72,-1,-1
"65","1",35291311,35291576,266,"peak157","ENSG00000240374","peak157 ENSG00000240374","-",35292196,35292498,"downstream",1187,620,"NearestStart","RN7SL503P","chr1",35291311,35291576,83,".",268.87,-1,-1
"66","1",35297739,35298102,364,"peak158","ENSG00000240374","peak158 ENSG00000240374","-",35292196,35292498,"upstream",-5241,5241,"NearestStart","RN7SL503P","chr1",35297739,35298102,64,".",208.15,-1,-1
"67","1",35730406,35730849,444,"peak159","ENSG00000232335","peak159 ENSG00000232335","+",35739389,35743576,"upstream",-8983,8540,"NearestStart","RP11-435D7.3","chr1",35730406,35730849,43,".",139.09,-1,-1
"68","1",7600912,7601193,282,"peak16","ENSG00000270171","peak16 ENSG00000270171","-",7693124,7694844,"downstream",93932,91931,"NearestStart","RP11-338N10.1","chr1",7600912,7601193,58,".",189.23,-1,-1
"69","1",35971553,35971961,409,"peak160","ENSG00000126070","peak160 ENSG00000126070","+",35930718,36072500,"inside",40835,40835,"NearestStart","AGO3","chr1",35971553,35971961,38,".",122.22,-1,-1
"70","1",36795350,36795679,330,"peak161","ENSG00000234481","peak161 ENSG00000234481","+",36773140,36775768,"downstream",22210,19582,"NearestStart","RP4-614N24.1","chr1",36795350,36795679,61,".",198.14,-1,-1
"71","1",37217092,37217418,327,"peak162","ENSG00000207328","peak162 ENSG00000207328","+",37203610,37203716,"downstream",13482,13376,"NearestStart","RNU6-636P","chr1",37217092,37217418,47,".",150.92,-1,-1
"72","1",37503191,37503595,405,"peak163","ENSG00000263675","peak163 ENSG00000263675","-",37500935,37500994,"upstream",-2197,2197,"NearestStart","MIR5581","chr1",37503191,37503595,53,".",170.15,-1,-1
"73","1",37504131,37504834,704,"peak164","ENSG00000263675","peak164 ENSG00000263675","-",37500935,37500994,"upstream",-3137,3137,"NearestStart","MIR5581","chr1",37504131,37504834,580,".",1862.74,-1,-1
"74","1",37587914,37588337,424,"peak165","ENSG00000134697","peak165 ENSG00000134697","-",37566816,37595935,"inside",8021,7598,"NearestStart","GNL2","chr1",37587914,37588337,64,".",208.46,-1,-1
"75","1",37590043,37590455,413,"peak166","ENSG00000134697","peak166 ENSG00000134697","-",37566816,37595935,"inside",5892,5480,"NearestStart","GNL2","chr1",37590043,37590455,80,".",259.68,-1,-1
"76","1",37592952,37593303,352,"peak167","ENSG00000134697","peak167 ENSG00000134697","-",37566816,37595935,"inside",2983,2632,"NearestStart","GNL2","chr1",37592952,37593303,69,".",222.96,-1,-1
"77","1",37961529,37961786,258,"peak168","ENSG00000277168","peak168 ENSG00000277168","+",37953508,37953780,"downstream",8021,7749,"NearestStart","Metazoa_SRP","chr1",37961529,37961786,38,".",123.79,-1,-1
"78","1",38000038,38000323,286,"peak169","ENSG00000183386","peak169 ENSG00000183386","-",37996770,38005606,"inside",5568,3268,"NearestStart","FHL3","chr1",38000038,38000323,36,".",115.61,-1,-1
"79","1",8084859,8085262,404,"peak17","ENSG00000232848","peak17 ENSG00000232848","-",8057245,8058463,"upstream",-26396,26396,"NearestStart","CTA-215D11.4","chr1",8084859,8085262,50,".",160.56,-1,-1
"80","1",38078542,38078896,355,"peak170","ENSG00000223589","peak170 ENSG00000223589","-",38080572,38080911,"downstream",2369,1676,"NearestStart","RP5-884C9.3","chr1",38078542,38078896,54,".",173.87,-1,-1
"81","1",38255816,38256055,240,"peak171","ENSG00000237290","peak171 ENSG00000237290","-",38209034,38214767,"upstream",-41049,41049,"NearestStart","LINC01343","chr1",38255816,38256055,35,".",113.17,-1,-1
"82","1",38258863,38259248,386,"peak172","ENSG00000237290","peak172 ENSG00000237290","-",38209034,38214767,"upstream",-44096,44096,"NearestStart","LINC01343","chr1",38258863,38259248,300,".",964.54,-1,-1
"83","1",39608416,39608850,435,"peak173","ENSG00000225903","peak173 ENSG00000225903","+",39633416,39633903,"upstream",-25000,24566,"NearestStart","RP1-144F13.3","chr1",39608416,39608850,46,".",150.02,-1,-1
"84","1",39644587,39644940,354,"peak174","ENSG00000163909","peak174 ENSG00000163909","-",39624153,39639945,"upstream",-4642,4642,"NearestStart","HEYL","chr1",39644587,39644940,81,".",262.04,-1,-1
"85","1",39670263,39670482,220,"peak175","ENSG00000116981","peak175 ENSG00000116981","-",39659121,39672038,"inside",1775,1556,"NearestStart","NT5C1A","chr1",39670263,39670482,43,".",141.16,-1,-1
"86","1",39720998,39721209,212,"peak176","ENSG00000252413","peak176 ENSG00000252413","-",39723566,39723627,"downstream",2629,2357,"NearestStart","RNU7-121P","chr1",39720998,39721209,47,".",153.08,-1,-1
"87","1",40317831,40318866,1036,"peak177","ENSG00000049089","peak177 ENSG00000049089","-",40300487,40317816,"upstream",-15,15,"NearestStart","COL9A2","chr1",40317831,40318866,73,".",237.24,-1,-1
"88","1",40496159,40496689,531,"peak178","ENSG00000238287","peak178 ENSG00000238287","-",40493157,40508661,"inside",12502,3002,"NearestStart","RP11-656D10.3","chr1",40496159,40496689,64,".",206.9,-1,-1
"89","1",40605757,40606420,664,"peak179","ENSG00000233910","peak179 ENSG00000233910","-",40593633,40594353,"upstream",-11404,11404,"NearestStart","GTF2F2P2","chr1",40605757,40606420,122,".",392.1,-1,-1
"90","1",8180648,8181035,388,"peak18","ENSG00000229305","peak18 ENSG00000229305","+",8189824,8192770,"upstream",-9176,8789,"NearestStart","RP11-431K24.2","chr1",8180648,8181035,60,".",195.59,-1,-1
"91","1",40606600,40607405,806,"peak180","ENSG00000233910","peak180 ENSG00000233910","-",40593633,40594353,"upstream",-12247,12247,"NearestStart","GTF2F2P2","chr1",40606600,40607405,628,".",2016.62,-1,-1
"92","1",41162009,41162468,460,"peak181","ENSG00000215893","peak181 ENSG00000215893","+",41098638,41099136,"downstream",63371,62873,"NearestStart","RPL23AP17","chr1",41162009,41162468,99,".",317.91,-1,-1
"93","1",41363784,41364760,977,"peak182","ENSG00000204060","peak182 ENSG00000204060","+",41361922,41383590,"inside",1862,1862,"NearestStart","FOXO6","chr1",41363784,41364760,207,".",666.78,-1,-1
"94","1",41364935,41365596,662,"peak183","ENSG00000204060","peak183 ENSG00000204060","+",41361922,41383590,"inside",3013,3013,"NearestStart","FOXO6","chr1",41364935,41365596,224,".",719.98,-1,-1
"95","1",41367496,41367991,496,"peak184","ENSG00000204060","peak184 ENSG00000204060","+",41361922,41383590,"inside",5574,5574,"NearestStart","FOXO6","chr1",41367496,41367991,54,".",176.14,-1,-1
"96","1",41385076,41385502,427,"peak185","ENSG00000229901","peak185 ENSG00000229901","-",41375004,41375669,"upstream",-9407,9407,"NearestStart","RP11-399E6.4","chr1",41385076,41385502,116,".",375.07,-1,-1
"97","1",41389252,41389802,551,"peak186","ENSG00000229901","peak186 ENSG00000229901","-",41375004,41375669,"upstream",-13583,13583,"NearestStart","RP11-399E6.4","chr1",41389252,41389802,185,".",595.98,-1,-1
"98","1",41512138,41512358,221,"peak187","ENSG00000230881","peak187 ENSG00000230881","+",41535443,41535868,"upstream",-23305,23085,"NearestStart","RP11-486B10.3","chr1",41512138,41512358,83,".",269.6,-1,-1
"99","1",41904383,41904755,373,"peak188","ENSG00000127124","peak188 ENSG00000127124","-",41506365,42035925,"inside",131542,131170,"NearestStart","HIVEP3","chr1",41904383,41904755,46,".",150.02,-1,-1
"100","1",42255341,42255813,473,"peak189","ENSG00000198815","peak189 ENSG00000198815","-",42176539,42335877,"inside",80536,78802,"NearestStart","FOXJ3","chr1",42255341,42255813,157,".",504.39,-1,-1
"101","1",8403545,8404045,501,"peak19","ENSG00000232912","peak19 ENSG00000232912","+",8424645,8434838,"upstream",-21100,20600,"NearestStart","RP5-1115A15.1","chr1",8403545,8404045,364,".",1171.07,-1,-1
"102","1",42324302,42324985,684,"peak190","ENSG00000198815","peak190 ENSG00000198815","-",42176539,42335877,"inside",11575,10892,"NearestStart","FOXJ3","chr1",42324302,42324985,145,".",466.35,-1,-1
"103","1",42325751,42326843,1093,"peak191","ENSG00000198815","peak191 ENSG00000198815","-",42176539,42335877,"inside",10126,9034,"NearestStart","FOXJ3","chr1",42325751,42326843,429,".",1380.03,-1,-1
"104","1",42327120,42327877,758,"peak192","ENSG00000198815","peak192 ENSG00000198815","-",42176539,42335877,"inside",8757,8000,"NearestStart","FOXJ3","chr1",42327120,42327877,69,".",224.27,-1,-1
"105","1",42327960,42328718,759,"peak193","ENSG00000198815","peak193 ENSG00000198815","-",42176539,42335877,"inside",7917,7159,"NearestStart","FOXJ3","chr1",42327960,42328718,176,".",567.46,-1,-1
"106","1",42331829,42332387,559,"peak194","ENSG00000198815","peak194 ENSG00000198815","-",42176539,42335877,"inside",4048,3490,"NearestStart","FOXJ3","chr1",42331829,42332387,441,".",1418,-1,-1
"107","1",42333770,42334381,612,"peak195","ENSG00000198815","peak195 ENSG00000198815","-",42176539,42335877,"inside",2107,1496,"NearestStart","FOXJ3","chr1",42333770,42334381,709,".",2275.89,-1,-1
"108","1",42356532,42356949,418,"peak196","ENSG00000227527","peak196 ENSG00000227527","-",42335386,42338376,"upstream",-18156,18156,"NearestStart","RP11-223A3.1","chr1",42356532,42356949,88,".",284.8,-1,-1
"109","1",42613933,42614286,354,"peak197","ENSG00000236180","peak197 ENSG00000236180","+",42570970,42571390,"downstream",42963,42543,"NearestStart","RP11-163G10.4","chr1",42613933,42614286,37,".",121.53,-1,-1
"110","1",42617678,42618272,595,"peak198","ENSG00000171960","peak198 ENSG00000171960","+",42658425,42676758,"upstream",-40747,40153,"NearestStart","PPIH","chr1",42617678,42618272,878,".",2819.85,-1,-1
"111","1",42631386,42631860,475,"peak199","ENSG00000171960","peak199 ENSG00000171960","+",42658425,42676758,"upstream",-27039,26565,"NearestStart","PPIH","chr1",42631386,42631860,84,".",269.85,-1,-1
"112","1",1014713,1015223,511,"peak2","ENSG00000224969","peak2 ENSG00000224969","-",1011997,1013193,"upstream",-1520,1520,"NearestStart","RP11-54O7.11","chr1",1014713,1015223,118,".",381.21,-1,-1
"113","1",8451188,8451557,370,"peak20","ENSG00000232912","peak20 ENSG00000232912","+",8424645,8434838,"downstream",26543,16350,"NearestStart","RP5-1115A15.1","chr1",8451188,8451557,65,".",211.4,-1,-1
"114","1",43457865,43458387,523,"peak200","ENSG00000178922","peak200 ENSG00000178922","-",43451003,43453989,"upstream",-3876,3876,"NearestStart","HYI","chr1",43457865,43458387,685,".",2200.72,-1,-1
"115","1",43459208,43459511,304,"peak201","ENSG00000178922","peak201 ENSG00000178922","-",43451003,43453989,"upstream",-5219,5219,"NearestStart","HYI","chr1",43459208,43459511,35,".",114.26,-1,-1
"116","1",43601701,43602077,377,"peak202","ENSG00000066135","peak202 ENSG00000066135","+",43650158,43705515,"upstream",-48457,48081,"NearestStart","KDM4A","chr1",43601701,43602077,45,".",146.97,-1,-1
"117","1",43958409,43958929,521,"peak203","ENSG00000132768","peak203 ENSG00000132768","+",43970000,43973369,"upstream",-11591,11071,"NearestStart","DPH2","chr1",43958409,43958929,103,".",331.07,-1,-1
"118","1",43959485,43959943,459,"peak204","ENSG00000132768","peak204 ENSG00000132768","+",43970000,43973369,"upstream",-10515,10057,"NearestStart","DPH2","chr1",43959485,43959943,73,".",234.36,-1,-1
"119","1",44236399,44236855,457,"peak205","ENSG00000233602","peak205 ENSG00000233602","-",44243408,44244273,"downstream",7874,6553,"NearestStart","ERI3-IT1","chr1",44236399,44236855,103,".",331.82,-1,-1
"120","1",44295936,44297003,1068,"peak206","ENSG00000252146","peak206 ENSG00000252146","-",44333105,44333178,"downstream",37242,36102,"NearestStart","AL390776.1","chr1",44295936,44297003,672,".",2159.47,-1,-1
"121","1",44297753,44298126,374,"peak207","ENSG00000252146","peak207 ENSG00000252146","-",44333105,44333178,"downstream",35425,34979,"NearestStart","AL390776.1","chr1",44297753,44298126,82,".",264.34,-1,-1
"122","1",44312143,44312366,224,"peak208","ENSG00000252146","peak208 ENSG00000252146","-",44333105,44333178,"downstream",21035,20739,"NearestStart","AL390776.1","chr1",44312143,44312366,33,".",106.85,-1,-1
"123","1",44312862,44313291,430,"peak209","ENSG00000252146","peak209 ENSG00000252146","-",44333105,44333178,"downstream",20316,19814,"NearestStart","AL390776.1","chr1",44312862,44313291,96,".",310.52,-1,-1
"124","1",8455478,8455856,379,"peak21","ENSG00000232912","peak21 ENSG00000232912","+",8424645,8434838,"downstream",30833,20640,"NearestStart","RP5-1115A15.1","chr1",8455478,8455856,73,".",234.94,-1,-1
"125","1",44533160,44533566,407,"peak210","ENSG00000263381","peak210 ENSG00000263381","+",44545493,44545552,"upstream",-12333,11927,"NearestStart","MIR5584","chr1",44533160,44533566,247,".",795.41,-1,-1
"126","1",45040198,45040426,229,"peak211","ENSG00000126088","peak211 ENSG00000126088","+",45012147,45015575,"downstream",28051,24623,"NearestStart","UROD","chr1",45040198,45040426,32,".",105.53,-1,-1
"127","1",45982424,45982894,471,"peak212","ENSG00000226957","peak212 ENSG00000226957","+",46046818,46048368,"upstream",-64394,63924,"NearestStart","RP4-533D7.4","chr1",45982424,45982894,97,".",313.18,-1,-1
"128","1",45984942,45985332,391,"peak213","ENSG00000226957","peak213 ENSG00000226957","+",46046818,46048368,"upstream",-61876,61486,"NearestStart","RP4-533D7.4","chr1",45984942,45985332,51,".",164.69,-1,-1
"129","1",47222482,47222825,344,"peak214","ENSG00000226252","peak214 ENSG00000226252","+",47225797,47230750,"upstream",-3315,2972,"NearestStart","RP1-18D14.7","chr1",47222482,47222825,40,".",131.3,-1,-1
"130","1",47222902,47224111,1210,"peak215","ENSG00000226252","peak215 ENSG00000226252","+",47225797,47230750,"upstream",-2895,1686,"NearestStart","RP1-18D14.7","chr1",47222902,47224111,261,".",840.08,-1,-1
"131","1",47496642,47497098,457,"peak216","ENSG00000229554","peak216 ENSG00000229554","-",47497894,47498341,"downstream",1699,796,"NearestStart","RPL21P24","chr1",47496642,47497098,31,".",101.15,-1,-1
"132","1",47874929,47875263,335,"peak217","ENSG00000225028","peak217 ENSG00000225028","+",47818066,47820237,"downstream",56863,54692,"NearestStart","RP11-330M19.1","chr1",47874929,47875263,74,".",240.48,-1,-1
