external_gene_name	log2FoldChange.HFGTX_vs_HFVeh	padj.HFGTX_vs_HFVeh
Pigyl	0.926407783340399	0.0381494457930681
Psen2	1.07496797895382	2.35964540255359e-05
Exoc3l2	1.02210457323202	0.00910755132809864
Gltp	1.59310843867528	0.00257858939929982
Pea15a	0.94110694801009	0.0196210820170113
Elof1	1.1348441571905	0.017272276762923
Clec4f	1.25905011325063	0.00052543804698242
Csf1	1.26753210814501	0.0326232046757694
Ptgds	2.88756707470842	0.00026990417299546
Slc25a13	-0.648198454091182	0.0236791293812523
Ube2i	-1.70676034161459	0.0205822375238913
Cybb	1.21179300888574	0.00358074669894193
Cd48	2.10982593685035	0.0154984881303942
Lpl	1.30201732060866	0.010609404553637
Plekho1	1.31215789244759	0.0398661041251232
Cd5l	2.18685291299803	5.04075102111772e-15
Lta4h	-1.06031935822444	0.0123922398230633
Fcgr1	2.25317441458974	5.73400834183597e-05
Ncf1	1.36065623664802	0.00267371012638908
Chdh	-0.797369256414924	0.0157666830089131
Pls3	-0.999117697290954	0.000886148017047078
Lamp2	-0.494775461880185	0.049431175092664
Arl5b	-0.970916402325318	0.0102925198794602
C1qtnf1	1.06881191228797	0.00428031147464175
Pipox	-0.679591901196766	0.0201242960629188
Wsb1	-1.19058961243512	0.0245130351872709
Afmid	-0.98102333979905	0.010576140851122
Zswim1	0.978708920446991	0.0444140011708
Myo1c	0.80049755887972	0.0136178439437888
Ptgis	1.56011112690542	0.0283415205290273
Erbb3	-0.988605331333074	0.00210668765372977
Anxa6	1.01427930423713	0.0191074435690292
Myo1b	-0.798626321465387	0.0161978463837728
Acadvl	-1.34095501761495	7.41469352555235e-07
Sparc	0.919269858283966	0.0131965324808339
Cpsf4l	-1.37090938151843	0.0048258836389028
Acsl1	-0.897943774818009	0.0114865440875076
Avpi1	0.982433316445667	0.0407082895926552
Cxcl16	1.94673678471509	0.000380649864205274
Ccl6	1.6017752226738	0.00746863942759996
E2f2	1.88186323442926	0.0262409092844626
Isyna1	2.81784324971496	1.45853325789061e-12
Tmem160	1.44586860842502	0.0115098035093461
Rnf145	0.870665847387897	0.0205643358056679
Ahr	-1.29265222307809	0.000976955579017181
D8Ertd738e	1.35854597687338	0.00259749828222793
Calm3	0.852348011365126	0.0246632762597449
Ddx39b	-0.806008350102309	0.0455927355865747
Xab2	-0.933225377438409	0.0469450141906161
Rab4a	0.851927328805788	0.00294471321423484
Rcn3	1.34034027164076	0.0128003627735174
Mrpl24	-1.14381775183205	0.00495056896516136
Rmnd1	-1.56899462987871	0.0231509363748717
Esr1	1.13321307744113	0.00378406387413291
Slc17a8	-1.0852165246856	0.020827931136857
Rhobtb1	-1.01437131424085	0.0114865440875076
Arid5b	-1.80203912439974	5.73400834183597e-05
Nedd1	-1.15041877373546	0.040204815267564
Enpp3	-0.807056173864628	0.0461019743194317
Tcp11l2	-1.27655457887304	0.00618952421469503
Hnrnph3	-2.04062011348939	0.00416496900916341
Sar1a	0.985671304554642	0.00125223767135352
4632428N05Rik	1.26978040245798	0.000789249127707962
Slc16a7	-0.962939686095917	0.0124611363732816
2310011J03Rik	1.06647741877225	0.0275539745842187
Mdm1	-3.12371410580066	0.00229542162090655
Helb	-1.0880099426095	0.013096949258343
Sumo3	0.825399623606402	0.0125278228391987
Xpo1	-1.20739071031723	0.0084770791378073
Cdc34	0.810503163609781	0.0489534502032752
Tpgs1	0.89173833324315	0.028545960045893
Chac2	-1.10504193296139	0.0318742535983377
Mdh1	-0.746757182979339	0.00506768890631048
Clk4	-1.14692876557073	0.0206647897240312
Btg2	-1.01930931657596	0.0124691665123931
Pes1	1.2958547260517	0.00203096979624616
Dbnl	0.835007395371267	0.0393354701864072
Sdc1	0.737029563482018	0.00648887963257887
Lpin1	-1.09366863105966	0.00318840933924383
Arsg	1.0100494102885	0.0125278228391987
Klf11	-1.29592218447696	0.00809885508849828
Ddx5	-0.753026086638854	0.0319368055055745
Fbf1	-2.27331350396742	4.0931091319435e-07
Acox1	-0.747771787614809	0.0108437197258661
Srp68	0.657954235132242	0.0263062662715869
Tsen54	0.981491120141783	0.0223855692567346
Sec14l1	0.830116147157241	0.0411998129103769
Prpf8	-0.978190617694321	0.0101103771396594
Abcc3	-1.04661189597729	0.00428031147464175
Nr1d1	-1.09064796388121	0.0339788371856611
Per1	-1.16206889984029	2.75613937710616e-05
Ctage5	-0.686730578878371	0.0271072016071797
Snw1	-1.94062174379063	0.00773352877888849
Mthfd1	-1.22888246787891	0.00022356717772998
Glrx5	0.832719488251755	0.0352361878315355
Zfp36l1	-1.2722292479783	0.00584031374207349
Susd6	-0.679001783935931	0.0336627014356849
Srsf5	-1.14194892627514	0.00201315865313071
Esyt2	-1.12783144757762	0.00142937379117577
Pitrm1	-1.29592789148193	0.0113347049852598
Ifi27l2b	1.7578582685349	0.00939880091884897
Entpd5	-0.897002719736412	0.00132429537065374
Aldh6a1	-0.873038521598275	0.00915428862873675
Yy1	-1.14068982935807	0.00587032320400153
Tnfaip2	1.24548623488619	0.00215376785264189
2010107E04Rik	-1.01915455615259	0.0468072097889043
Zkscan3	-1.21788355189652	0.00249475653263937
Nedd9	2.0592805608255	0.000754390478896567
Ly86	1.35432082627232	0.0186424177555145
Fam193b	-1.52310047742689	0.0112149992832746
Cxcl14	2.31010259223934	6.46920356046261e-05
Tppp	-0.983570786377319	0.0283340241692493
Glrx	0.84158495598714	0.0223855692567346
Srd5a1	0.747973067478689	0.037906174003817
Acot12	-0.966202781465513	0.00102307408631675
Cd180	2.11248783255403	0.0179438298384643
Iqgap2	-0.653405511363909	0.022927634612277
Jmy	-0.992692338498173	0.0429591490013267
Rgs7bp	3.15188099017488	0.029245956096194
Sftpa1	-2.01244370973788	0.0209685822999564
Vcl	-1.27765168724475	0.0250592096114018
Anxa11	-1.52505270528275	0.0355111184247217
Nek4	-1.41303609088368	0.0297290152807517
Ctsb	0.687016329900875	0.0360939103944365
Pinx1	1.55847468058958	0.0138508139917624
Scara5	-0.724772308986044	0.0338900757558927
Ephx2	-0.664731250700903	0.00773352877888849
Dad1	0.926888973473804	0.0179438298384643
Ajuba	1.30194651418681	0.00445450373442975
Slc7a8	1.6100420620545	0.0098738865858017
Nadk2	-0.819438317112459	0.0107227023483844
Pabpc1	-0.901813449572588	0.0432808196598865
Ywhaz	0.860841046054004	0.014463348629671
Dpys	-1.0102290417509	0.000202759577258357
Rad21	-0.764699725333234	0.0407444108091702
Eif3e	-1.43161206502801	0.017839054747243
Mtss1	-0.564227330396345	0.044815485199234
Brd1	-0.908155638054465	0.0360939103944365
Ttll8	-1.66532883225642	0.0125278228391987
Slc38a2	-0.909620027612438	0.0151204742380696
Slc38a4	-1.11371297478198	0.000271310279037062
Desi1	0.706315063989938	0.0159178884641823
Lsg1	0.839714241206506	0.0138462429740387
Dgat1	0.91249413720845	0.0345187737082677
Oplah	-0.70457844654683	0.0206489334797867
Gsdmd	0.763719695304283	0.0287356834185903
Ly6e	1.05932196355996	4.84214116611486e-05
Tymp	-1.35534279451548	0.00117542557073365
Chkb	-0.858503271410092	0.0472473995944725
Mrpl40	0.908758894308594	0.0455620492693607
Gbe1	-0.755661118572667	0.0365001071224519
Cpox	-0.622189266392615	0.0144237028572567
Thap7	0.930806187856907	0.0122310516287834
Tfrc	1.47648761589036	0.000750496875140628
Nr1i2	-0.650879636661335	0.0283340241692493
Hcls1	1.17764642592357	0.0236791293812523
Clcn2	-0.757045567748062	0.0295471104849093
Robo1	-1.54823794897531	0.0374744186309476
Eif4a2	-0.99446638735371	0.0025677602346567
Slc15a2	-4.31168740724467	0.0155301812913343
Arl13b	-1.34854344009348	0.033980160190263
Dopey2	-1.38287130957718	1.20129780083291e-05
Paxbp1	-1.54287729496303	0.00558245782884716
Lmbr1l	-1.12934029841621	0.0259844428604482
Tuba1b	1.28376519613417	0.00215376785264189
Csad	1.55135222289751	5.96579287930036e-07
Calcoco1	-1.00905536509746	0.0374744186309476
Cxcl13	4.15222562100509	0.00141352530345094
Il15ra	-0.724644823598341	0.0192210702976138
Acy1	-1.00357541857343	0.0168551233543652
Ube2j2	1.00135915208819	0.0179438298384643
Tpi1	0.717524482499353	0.0355315754670945
Tnfrsf12a	1.23816006403492	0.0375503574482163
Mut	-0.687180055875863	0.0236791293812523
Clic5	-2.63743435023576	0.000922459465942934
Enpp5	-0.91096498885193	0.00385450749019022
Guca1a	1.7723867244746	0.0134413010734963
Bysl	0.800069867899049	0.0179438298384643
Tfeb	0.990544599379378	0.0434466753742771
Ppil1	1.19550754677593	0.0448066572871269
Pim1	-1.09687340402615	0.017796144227894
Tff3	4.06440213437734	8.64441059303077e-27
Abcg1	1.12974282388421	0.0406061375993285
Lpin2	-1.48267098497113	3.02616921167153e-09
Emilin2	1.43072687821273	0.0459291487505864
Yipf4	-1.34555814219715	0.0031902719388681
Lrpprc	-1.16387111262229	0.00144358567426714
Hagh	-0.688190270605253	0.019699108794583
Nudt3	0.799484775619078	0.0275539745842187
Nudt12	-0.78321546228863	0.0112149992832746
Psmb8	0.971487119248956	0.0223855692567346
Aif1	1.51279608518578	0.0434466753742771
3110002H16Rik	-1.22617196139241	0.011993015290205
Ndfip1	-0.955771243575763	0.012087923900783
Spry4	-1.12623479729092	0.036132571399313
Hsd17b4	-0.673754271242153	0.0247124612611293
Me2	1.96392808227185	0.0157666830089131
Mbd1	-1.06229770125691	0.00151037484398212
Rbfa	0.989997957596493	0.00573758206952814
Rps14	-1.20980818663703	0.00830685370820296
Cd74	1.39776993762128	0.00813276309305417
Csf1r	1.4367109113651	2.38750290532863e-05
Rab3il1	1.60151886257181	0.00295700797506538
Slc15a3	1.75370241573339	0.00126514296947452
Aldh1a7	-0.740296656564041	0.0417934569943775
Otub1	0.763863917368434	0.0347983571995266
Chka	1.18053323742998	0.00207257201373236
Mbl2	0.785270633016935	0.0394537821849262
Papss2	-0.960098712539061	0.0025677602346567
Smarca2	-1.07375648148613	0.00153904425668676
Rela	0.667168383133895	0.0168551233543652
Bad	1.21999906273201	0.00973045593573283
Sorbs1	-2.10137995863936	1.49543617793352e-05
Dntt	3.19563948905545	0.000848864398805157
Msr1	1.29453102775068	0.0236791293812523
Arhgdia	0.980284965516361	0.00113970546834513
Stra13	1.00505763759731	0.0371016548280513
Abcc2	-0.884175551861627	0.0199879424355348
Dnmbp	-1.65739502838374	3.22381608094954e-05
Chuk	-1.01784612667035	0.000922459465942934
Peo1	0.691699966267261	0.0386499271258726
Dnase1l3	1.02490934368375	0.0165047468008687
Polr3a	-1.22415895059852	0.0273427250001713
Mettl7b	0.597944253752569	0.0408661134507987
Baiap2	1.04795076585509	0.000868203258856672
Inhbc	0.696070156128957	0.0122474375676362
Atp5a1	-0.658875870700037	0.00428031147464175
Nnt	-0.788397321960423	0.00773352877888849
Ifitm3	0.94437058047032	0.00169068892889326
Irf7	0.808354914716804	0.040204815267564
Hras	0.92072929166449	0.0391801140469059
Tspan4	0.791473350520092	0.0492827235394575
Tmem192	1.13573343096813	0.0333334958064018
Pde8a	-0.996757171653	0.0198493947079651
Bach1	-1.89487583687952	1.93217033960955e-08
Shisa5	0.817731485957661	0.0238062429077122
Fam195a	0.964238229535168	0.0138465955660167
Sdc3	1.62026915410561	2.12214367328535e-07
Atp5c1	-0.872674310749475	0.0258846179334421
Rpl14	2.1092637736334	1.44505161959737e-10
Fam20c	0.910602368468073	0.00470669452992261
Pdgfa	1.04842877981327	0.0439803076916473
4833439L19Rik	-0.783290147007746	0.0111562038018158
Gsta3	-0.761673036867855	0.0326232046757694
Lactb2	-0.624505594214324	0.0272698067192361
Ndufs1	-0.663050616150766	0.0423104054422814
Nrp2	1.03876697292179	0.0152313461164534
Hspd1	-0.9451735173544	0.0101939105669536
Coq10b	-0.747877853653185	0.0488642176057849
Sf3b1	-0.814278322220863	0.0376369633215375
Kansl1l	-1.45343511578407	0.0275539745842187
Raph1	-0.730730097885985	0.0462735188025354
Clk1	-1.43165184009571	0.00428318610585055
Rev1	-1.84472878487353	0.00495056896516136
Asnsd1	1.30195067305809	0.00198888421982784
Stat1	0.786216443081319	0.017839054747243
Unc50	-0.940319309546069	0.0379632205590977
Ptpn18	2.05965272635392	0.0363602581528372
Ogfrl1	0.830991669169264	0.0268979676890471
Ankzf1	-1.19873636051625	0.00915428862873675
Psmd1	-0.761624414552774	0.0326232046757694
Pde6d	1.23325166901267	0.00773352877888849
Spp2	-0.928876688218885	0.020056417861781
Acmsd	1.25262842264967	0.00161444784329455
F13b	-0.673318275898017	0.0249187716341232
Marco	3.6008563587035	3.6961371431773e-07
Cd55	1.68271668383027	0.00454830813201716
Tmem9	1.30843611820813	0.00638924744141938
Pigr	-0.703985709575771	0.017796144227894
Cdk18	-0.798585020945119	0.0375856612472996
Ppfia4	2.17670340077656	0.0465471635552573
Rgs16	-1.65810060597339	8.94542706530351e-05
Rgl1	1.00453496884744	0.0478554902590426
Tagln2	1.04468733989561	0.00116780631615774
Slamf9	3.24019335564932	0.00595979583117317
Dcaf6	-1.00006258177393	0.0346680236147609
F5	-0.748090822510122	0.0382549891593422
Sec16b	-0.604029079722428	0.029091384723293
Esrrg	-2.57772592274744	7.69452455637071e-05
Bpnt1	-0.661826671741723	0.047094328594517
Usf1	1.02173050240155	0.00533205576433507
Fam107b	-1.07905011109753	0.000894769485688771
Sephs1	0.654618769904628	0.0240210929237974
Mrc1	1.22867762272193	0.00651003024490635
Nek6	1.10013241235447	0.000114154442224122
Pfkfb3	-1.12841130585018	0.0360939103944365
Acbd5	-0.703823518773938	0.017839054747243
Dpm2	1.23468349588782	0.00169068892889326
Upp2	-0.877942450056438	0.0112748516424985
Ntmt1	1.06291068642847	0.00589948002132951
Lhx6	1.67701459433524	0.000839216770651918
Fcna	1.76144844290943	3.14726300656782e-06
Tmem141	1.24513861441139	0.0236791293812523
Nckap1	-0.758204483066298	0.0283340241692493
Cat	-1.16312078946116	4.53256659692348e-05
Chac1	-1.41568741930847	0.00318840933924383
Slc23a2	-1.05059515192878	0.00425365382328259
Slc27a2	-0.883718048045866	0.000848864398805157
Usp50	1.46935068253816	0.00885347757700998
Mrps5	-0.902328186534466	0.029722936983163
Xrn2	-1.38821456633567	0.0034859234651734
Fam110a	1.20605339827941	0.0369467744253433
Fabp5	2.14813977489237	0.00242758374562238
Car3	-1.43157955730147	1.30796972982542e-08
Pcmtd2	-0.84222902085704	0.0263062662715869
Ocstamp	1.98838239861843	0.00404083348367207
Slc2a2	-0.672358325570966	0.0330509914360722
Mccc1	-0.92828711789906	0.00365989132211718
P2ry1	-1.21155117095655	0.00495056896516136
Gdap2	0.785033884497632	0.0352361878315355
Adar	-0.878247718784069	0.049207191571164
Vcam1	0.855355312131236	0.0357492531953835
Cyp2u1	1.05141975057742	0.00141558639439547
Pla2g12a	-1.50883539028304	0.00358074669894193
Fubp1	-1.20564220720447	0.0117663993670963
Cks1b	1.94883394301297	0.0253424525390778
Gpatch4	1.23444705358445	0.0443831202711356
Cd1d1	-1.0065205323302	0.00153709938565595
Chd1l	-1.12413678621391	0.0332405671045846
Ecm1	0.822281033030056	0.0304857655229599
Cth	-1.06638681586075	0.00154373093589987
Uox	-0.609556896626459	0.00977231670736042
Ddah1	-0.792010205404882	0.0157922905414185
Pnisr	-1.16211980630716	0.0127873864308904
Aco1	-0.939608598145654	0.0015779552873505
Dnaja1	0.752815713365184	0.0357914704573386
Enho	1.69713053042196	2.75613937710616e-05
Tpm2	-1.54742491924244	0.0376369633215375
Clta	0.910962800119122	0.0152441631872345
Hacd4	1.87766776549201	0.0327742644091135
Slc6a9	-0.913158275758985	0.0415383773408913
Atg4c	-1.08685585037738	0.0241946407794461
Laptm5	1.58253676161029	4.74536914165902e-06
Scp2	-1.17803837444921	4.84214116611486e-05
Plk3	-1.92543239319108	6.25583626542055e-06
Pdzk1ip1	2.76868890705406	0.00259180586534198
Cda	2.14226859886045	1.71535949629886e-07
Yars	0.755974557391641	0.0109407117804254
Park7	0.777894397310247	0.0439112186630875
Errfi1	-0.727753790039251	0.0141951032708902
Klhl7	-1.0669991136739	0.017030274771714
Agtrap	1.23991215634782	0.0124611363732816
Mrpl20	1.23322484976485	0.00595979583117317
Nrbp1	0.915073660713323	0.0161364410912897
Cgref1	2.33810110860169	0.0040323046025417
Emilin1	0.872714258147441	0.0213003162631727
Polr2b	-0.945524667576617	0.0400009897967519
Pigg	-0.873677287458197	0.0275539745842187
Abcg3	2.31273505539124	0.00495056896516136
Spp1	0.968694269642443	0.00151037484398212
Hnrnpdl	-0.952632916835963	0.019699108794583
Afm	-0.763435991558435	0.0267467567915536
Cxcl1	-2.18822020701621	0.00203308946243821
Ccng2	-1.69383470391677	0.00200799907192766
Rilpl1	1.3761873318433	0.0458489279440245
Cct6a	-1.06116095168058	0.00620039482870497
Aldh2	-0.975494795160599	1.90603306888377e-05
Anapc7	0.845277946540337	0.0476588079209513
Prkab1	0.716971961395358	0.0191138245238207
Ftsj2	0.887186958929985	0.043724454260191
Sdsl	1.06278946831014	0.0459425162012174
Erp29	0.812814559866925	0.0499531916554173
Cyp3a25	-1.5581429876575	3.25533207618542e-07
Polr1d	0.813273326869611	0.0461612380339396
C8b	0.86493920690838	0.000743753389014081
Tspan12	-1.30894161707315	0.000848031854523966
Ing3	-1.43084699445109	0.0189509367539625
Aass	-0.954892483189629	0.0259469143540288
Pop7	0.94200478522143	0.0346680236147609
Zkscan1	-0.843747017073582	0.0469015483375354
Abcg2	-1.27810721888691	5.27450887766569e-05
Tmem176b	0.789968660427912	0.034736075901555
Arhgap25	1.87149356084214	0.0423104054422814
Plekha5	-1.1492665228052	0.0396654186833175
Slco1b2	-0.89737666000411	0.00141827970073862
Gys2	-0.96463710349591	0.00644984811162861
Golt1b	1.35516771851223	0.0480066429393782
Pzp	-0.809340053016096	0.0125278228391987
2810007J24Rik	-0.776021959426212	0.0408661134507987
Cyfip1	-0.737761584220002	0.0493806045457469
Csrp3	1.04814495719041	0.0134413010734963
Siglece	1.92011329888364	0.00428031147464175
Kctd15	-0.951486460020742	0.016267584868572
Tjp1	-1.3304173456907	0.00411428818816062
Iqgap1	1.15567633560151	0.0111562038018158
Tyrobp	1.6733463061994	0.00169543371162876
Fah	-0.933240651331899	0.00169068892889326
Rab30	-1.5283259141272	0.0236791293812523
Ndufc2	0.963318666233255	0.0406061375993285
Qprt	0.658366979456287	0.0352361878315355
Fchsd2	-0.880468498448353	0.0212649295170639
Copb1	-1.10922704772197	0.00215538435209471
Pycard	1.93166283329536	0.0429591490013267
Fus	-1.5373826515105	0.00460527803159484
Phkg2	-1.45910855386208	0.0052730699049568
Itgal	1.26615165488994	0.0139259015614959
Tacc2	-1.62186650724074	0.00368162555996591
Mrpl17	0.906709984059464	0.0352361878315355
Anks4b	0.693414528448247	0.0352361878315355
Oat	-1.14092276303087	0.000214928300398494
Acsm3	-1.58901623868095	9.91504755038937e-08
Usp9x	-1.05303201833373	0.0468072097889043
Wee1	-1.27914911805031	0.036132571399313
Nadsyn1	-0.878909980114868	0.0374885815680915
Sash3	2.25989884959727	0.0427455579700556
Tsc22d3	-0.912181655982985	0.00506768890631048
Gas6	1.09777180165426	0.0108846891637134
Prosc	-0.639588028076574	0.0499531916554173
Ido2	-0.774782883855069	0.0151240599788692
Plekha2	1.31955641856417	0.0469450141906161
Tenm3	-1.28244089868507	0.00496910074660306
Slc25a4	1.33492124089788	0.00829715372817806
Rbl2	-1.18086083748034	0.000323215643439054
Ces1f	-1.21241148936366	1.19027923133613e-05
Pllp	0.947861173212629	0.0156492059669303
Arl2bp	1.07953184820229	0.0346680236147609
Tpm4	0.833195139086924	0.0326232046757694
6430548M08Rik	0.954376666112754	0.0482944605932329
Cotl1	1.16597415745959	0.00169068892889326
Ifi30	1.15892741744691	0.00405297480665122
Hsd17b2	1.24566906107405	3.14726300656782e-06
Cdh5	0.741000559854836	0.0335622167857163
Ces2e	-0.824423453916942	0.0065550692827542
D230025D16Rik	-0.832039176104563	0.0206489334797867
Pla2g15	0.992096605120724	0.00378406387413291
Nip7	1.10612344204289	0.00813694891553328
4931406C07Rik	-0.968991575204464	0.00102562280721531
Rdx	-0.687649029415336	0.0208753373484198
Cryab	1.07882968850434	0.041401401471763
Apoa5	0.776696927705238	0.0396654186833175
Apoc3	1.19155877669624	0.0028325136385895
Apoa1	1.42041159520905	0.00100994338861115
Mpzl2	-1.04561880589991	0.00862052684561539
Bckdhb	-0.947026129070847	0.0106950855606832
Zw10	-1.01436116479777	0.0487484006219153
Fam46a	1.50622539882253	0.000380032092811006
Imp3	1.06046698418685	0.000301231739145533
Ireb2	-0.839712013584663	0.0111562038018158
Pkm	1.35770213953816	0.0155301812913343
Gclc	-0.723468240762955	0.0123996032764731
Tmed3	1.39768509968223	0.00332436576444855
Plscr2	-1.04642258985022	0.00644984811162861
Ppib	-1.1785946391496	0.00197011567022047
Dpp8	-0.792883945732817	0.0480575174559352
Atp1b3	0.77134237347118	0.0444140011708
Nme6	1.65191365132416	0.000206921698017005
Nradd	2.25064284941014	0.0158940214680284
Rpsa	1.52408834384515	0.00537732860525799
Vipr1	0.871598125798918	0.0421279267770854
Amotl2	-1.21490193668539	0.00193796082715461
Slco2a1	1.04085920821583	0.00497198568741943
Srprb	1.11072545382641	0.00664451568099134
Trf	0.897706475209743	0.0209685822999564
Manf	1.27818924554789	0.0199879424355348
Ip6k2	-1.35276133373022	0.000146577231588534
Flcn	-0.77492251798826	0.033049412192506
Kank1	-0.672948259895596	0.0371180194126089
Folr2	1.42274824237416	0.000194572181864079
Alas1	-0.856355293695531	0.0113347049852598
Abcc10	-1.22849715057626	0.0417934569943775
Nfyc	-1.94704222768101	0.0242193514538347
Adgre4	1.82401326898929	0.0105858491296433
Fkbp1a	0.799139780439029	0.0112149992832746
Cdc14b	-1.21183429817484	0.00341116272120982
Rnf125	-1.37088883984844	0.00821448671992542
Rac2	1.87340937148361	1.20129780083291e-05
Dpyd	-0.796869508563983	0.0173076073199291
Chst2	1.37673708429252	0.0415821634363559
Atp6v0b	1.16844551219249	0.00725912176223927
Armcx2	1.76741416408199	0.0190388191699777
Pdpr	-1.07107157836199	0.00587420507895624
Ucp2	1.22560454031036	0.000738339822583066
Arhgap39	-1.88825711356641	0.0137936219091562
Akr1c14	-0.71913265606517	0.0369202129021158
Tlr13	1.59031423462523	0.040204815267564
Atp6v1h	-0.914321962568261	0.0469538041754116
Mrpl15	1.04850122946906	0.0107455924460809
Klf9	-1.03269057843308	0.000754390478896567
Pqlc1	1.13837541607933	0.00014781545130563
Ccs	0.70907702739589	0.0253424525390778
Ogt	-1.1727948063577	0.0279419527594971
Irf2bpl	-0.818913879993204	0.0170143668202132
Zbed5	-1.51915108042531	0.0125198999074247
Chmp7	0.767611417898148	0.0112149992832746
Exosc4	0.986542010086954	0.00799273185597951
Ramp1	1.43513106792551	0.00441031038024266
Myo15b	4.02824068143028	4.53256659692348e-05
Mad2l1bp	1.07014538997281	0.017839054747243
Hsd17b13	-0.930495062447065	0.00254694198929512
Daam1	-0.908737774394178	0.0434811665424977
Nagk	1.14104456785731	0.0112149992832746
B3galt1	-1.85341750870527	0.000214707442603983
Cd207	2.22652775158473	0.00497526929194313
Gpsm3	1.55992246191221	0.0191074435690292
Mrpl34	0.821982903504552	0.0354855887851219
Tbxa2r	1.75950981606512	0.00585786591782619
