external_gene_name	log2FoldChange.HFGTX_vs_NormVeh	padj.HFGTX_vs_NormVeh
Derl3	-4.46951368214691	0.0122048301743995
Snap47	-0.725052565510589	0.00826693773667992
Aldh3a2	-1.00927561858252	0.0423204998924531
Pabpc4	1.2240243602671	0.0156789257467474
Etv5	-4.34322152232484	0.000507780276611929
Fer1l4	-5.9730074254665	0.0156498968161336
Lypd8	-11.7194950003824	5.48705134279922e-07
Adam28	-16.2902101769246	0.00241974311034252
Dll1	0.800218385522787	0.0463560151154048
Gata2	1.00054227402118	0.018012843396713
Qdpr	-0.822430089507925	0.0453483572244513
Nfe2l2	0.739005410705497	0.0193656163842764
Celsr1	-2.57452013295828	0.0462471020432752
Plgrkt	0.949771958229458	0.0452732370448695
Scube1	-4.8471590154778	0.0109791811894487
Aldoc	-4.94000655083609	0.000839579551791257
Stac2	-1.53578280414054	0.0123227908797252
Wsb1	0.764848941230373	0.0274262798794248
Etv4	-6.10719438033515	0.000221442079133118
Spag7	-0.819263981013633	0.0121297146509072
Mmp7	-6.79009921371909	0.0236911158351294
Cdk5rap3	-0.451276072444286	0.0451900783832339
Isyna1	-3.38595380699914	0.0133880360984541
H13	-0.494507467131018	0.0129085263201938
Fkbp8	-0.537680302104421	0.0266232710554627
Mydgf	-1.01678266665102	0.0401716583325057
Esr1	-0.86649114068135	0.048419329736678
Snx3	-0.40549831836246	0.0299927388479418
Slc16a10	-2.2232859162643	0.0210900807856458
Perp	-3.12308066047465	0.0494963702432781
Slc6a15	-3.82468949065721	0.032222524899667
Ppp1r12a	0.571379960788814	0.0247122235405734
Ctgf	2.08646850957496	2.4046126352878e-09
Cfap54	-4.10533543863561	0.0186924289727926
Ddit4	-1.2353789367625	0.00643348972020703
Actr2	-0.521980250874673	0.0336180147915196
Pfkl	-0.757969414380328	0.0252191414612705
Flt4	1.60621708638402	0.000143941548375784
Clk4	1.26856560137506	0.00250955394147593
Pdlim4	-1.81842871178743	0.0292607176809673
Kremen1	-1.09450123184733	0.00172323105010157
Nipal4	-3.90695808902561	0.0132688995731808
Smtn	1.41106677727646	0.00671033074041565
Arf5	-0.923356433684913	0.000465457742636121
Sept4	1.31632104646868	0.0398283173554581
Galnt10	-1.40672358859743	0.0344141819010317
Agr2	-8.09026300398396	0.00180164176946242
Ntsr2	-5.8750962622714	0.000159565480303429
Rasl10b	2.16930736903741	0.00330682985944298
Ddx5	1.18136106199005	0.0336180147915196
P2rx1	3.67890254928855	9.71825553954468e-05
Coro6	2.80753114276237	0.00818702696282409
Timm22	-0.702964791110711	0.00374073692466566
Scrn2	-2.13636908476902	0.0212464385227617
Dlg4	1.24894460536149	0.0316142142461964
Krt19	-2.65106004354494	0.000491433679139937
Acly	-1.92082424436759	0.00293923391564621
Tmem101	-0.767519890106632	0.0238013908962759
Gosr2	-0.54736777268923	0.0218727448207202
Pnn	1.00022513827931	0.00828219110584035
Clmn	-0.876559351248954	0.00540574342630306
Plek2	-4.43442724291111	0.008760758343493
Srsf5	1.44887463543785	0.035319711053195
Zkscan3	0.861855127827873	0.00974008415263948
Edn1	1.34976698768479	0.00717871992885114
Nxnl2	-2.52504113450188	0.0229032823564395
Prpf4b	0.779562575388034	0.00209208332820428
Syk	-1.99338321550744	0.00729113363941785
Ctsl	-0.802471946969008	0.0121297146509072
Pdlim7	1.02468568499573	0.0193756414426609
Fam193b	1.14802767960577	0.0159821346984655
Cxcl14	-2.31960285829367	0.0349804852331994
2210016F16Rik	-0.543930340696006	0.0417489303863899
Slc28a3	-5.5941803202795	0.0153430662692818
Serinc5	-1.77160744240394	0.0350676258157523
Ldb3	1.97455987368741	0.0159467696458671
Rnase10	-12.6019350831095	4.34665683870869e-07
Cacna2d3	-6.21100880219606	0.0225615167710495
Lcp1	-2.40678751962007	0.0102748555074891
Clu	-4.82735319952497	0.00122317647590708
Cldn10	-4.02518810642995	0.000827344809260459
Lrp10	-0.803746346621395	0.0243282084271722
Zscan26	0.942790599853846	0.000286303526616472
Ebag9	-0.813668134715846	0.0247122235405734
Trmu	0.844351772034546	0.00814130674857932
Fam83f	-2.77259713762065	0.042902665369795
Enpp2	-1.24652424311071	0.0385494089698209
Srebf2	-1.83935273116236	0.0205616265552525
Litaf	-1.61987304386782	0.0159467696458671
Tmem44	1.58146970440343	0.00840534199204214
Bop1	-0.649028783550899	0.0390128784399874
Pycrl	-1.30544194504677	0.00404777283431359
Snai2	1.23706501797489	0.00592036469143345
Gsk3b	-0.533487111990459	0.044092307781277
St6gal1	-4.65148727213074	0.000659161168269155
Slc15a2	-3.75870020244984	0.0102836704420043
Runx1	-3.0971874675928	0.0156789257467474
Tmbim6	-0.941586561018617	0.0243282084271722
Serinc2	-6.21299786191147	0.00113648743594003
Hsp90ab1	-0.74993852835802	0.0423204998924531
Slc5a7	5.581032679658	0.0319418940739326
Fgd2	1.04146387046134	0.0446931412663015
Akap8	0.863572986927173	0.0218727448207202
Myom1	2.31450170812827	0.00682157293097096
Mapk8ip3	1.09392311545893	0.00242045377706373
Nudt3	-0.63212843245061	0.0318408410290097
Gnl1	-0.785442815360723	0.0238013908962759
Lox	1.50101234174709	0.0377482225035025
Cndp2	-2.16988656072252	0.00801643685473014
Pcsk5	-2.58422624864743	0.0284628302197994
Trpm6	-3.14258195011344	0.0344851361107657
Aldh1a7	-1.22266644898438	0.0305287624181786
Cdc42bpg	-0.565759526138144	0.0126043278727454
Stip1	-0.693488908440049	0.0319327011816789
Pdcd4	-0.951776248847169	0.0232693302864007
Hhex	1.95213825429215	0.0256187570378872
P4hb	-1.19824521613213	0.0257626129044579
Ldb1	0.616324303807104	0.0254210770374538
Pfkfb1	1.54453258424664	0.0389498466981718
Pmel	-4.34986514081051	0.00351265298864714
Pip4k2c	-1.54633723844478	0.0482894801039822
Cdhr5	-4.67607414575808	0.0313193273847631
Gaa	-0.817376632642423	0.0105672032076082
Rptor	-0.668710996176262	0.0198822332087337
Klhl4	1.92161355132707	0.0298337474368191
Map3k7cl	2.35006048304054	2.20414928942005e-06
Phf6	-2.99278595648401	0.00974008415263948
Tmem47	1.42262835046515	0.000390405755372476
Sec61a2	1.31073056653672	0.0326824391689521
Clk1	1.77845278022512	5.48705134279922e-07
Slc9a2	-4.74671899749566	0.0319147690229987
Zap70	-4.07826730437715	0.0317743050751386
Des	1.28037235970711	0.0218727448207202
2810459M11Rik	-5.37090815536204	7.52903377910257e-07
Inpp5d	-2.6448372900432	0.0163288611273316
Cfh	1.67444723929344	0.00182094118975674
Lrrn2	-1.59232936470193	0.00682157293097096
Atp2b4	-1.13567588922841	0.0120827754600658
Glul	-1.40469207990136	0.000659161168269155
Ncf2	-3.21992331704025	0.0328254671164294
Pycr2	-0.907095172951129	0.0172139542913387
Dclre1c	1.45262266683149	0.0105672032076082
Pkn3	2.38301947325321	8.71591593825714e-06
Lcn2	-6.48371168582861	0.000363799805743969
Egfl7	1.11750058776518	0.00294890986250321
Mamdc4	2.13573561086255	0.0257626129044579
Uap1l1	-1.30640685972014	0.0186456784494303
Frzb	3.06746368234395	0.0283623462651975
Adam33	1.70821079509192	0.00389518048964103
Slc20a1	1.20896336106549	0.00230446874073111
Cst8	-8.00617556003868	0.000118667827448295
Cst12	-11.7865743493145	0.00348313051245372
9230104L09Rik	-11.2842675824993	4.34665683870869e-07
Acss1	-1.81194807208278	0.00122317647590708
Sdcbp2	-2.54007105391968	0.0128825014575163
Pdrg1	-1.2119832846224	0.0163687817845443
Ccm2l	2.30754905289245	1.06036199222529e-05
Chmp4c	-2.43630359056894	0.0289847199298404
Ptpn1	-0.606644827319444	0.00787855946523367
Ntsr1	-10.37016839485	0.0014452925240196
Ggt7	-3.32455565079345	0.039194685951105
Wisp2	3.02569857084907	6.29681623633449e-08
Ttc14	1.1212407091215	0.0463560151154048
Exosc8	1.35958815196954	0.0443750078800885
Ppid	1.18881480427976	0.00012211978828082
Tsc22d2	1.27021676308274	0.0256845085716104
Ccnl1	0.817994287320511	0.00717871992885114
Ngf	1.51465171571785	0.0341123355372052
Prpf38b	0.969794186856713	3.82649409474091e-05
Prss12	-3.51572242371236	0.00951422742426818
Glrb	-4.23263195498406	0.0121297146509072
Aimp1	-1.01023104341151	0.0245723526443605
Gpr89	-1.6883909511609	0.0121297146509072
Bnipl	-5.25379333797725	0.0350676258157523
Cyr61	2.43011063135171	7.89760631938062e-05
Cryz	-1.09790560369844	0.00494946586714917
Pnisr	1.41210907113066	3.82649409474091e-05
Nans	-2.77452042797122	0.00818702696282409
B4galt1	-0.833380287997405	0.0123152180633851
Pde4b	1.08286972405361	0.0186456784494303
Pramef12	-4.66361179957134	0.00840417856458678
Mfsd2a	-5.08945739327183	0.0389498466981718
Prdx1	0.695938312410758	0.00439672458217492
Akr1a1	-1.01704877728205	0.00131670360191552
Tspan1	-11.8409414831468	0.0051300757994073
Akr7a5	-2.15637680170783	0.0225615167710495
Alpl	-4.5978670347166	0.000491433679139937
Pef1	-0.793751347148932	0.0394464028406833
Trappc3	-0.543651630649783	0.0478368717406191
Smpdl3b	-2.37921873022869	0.0172139542913387
Ctnnbip1	-1.35017663532506	0.00278068732257326
Agtrap	-1.4415482009717	0.0122914322822433
Ccnl2	1.37861207755994	0.000870442440450809
Hgfac	-4.81790248785285	0.00516409560867196
Nsg1	1.98100245530248	0.00820017926851294
Khk	-1.18978991581849	0.0178372407761819
Pdgfra	-1.37285973694983	0.017639733531081
Plac8	-4.00269109742691	0.0117983373955349
Tpst2	-2.35159812769873	0.0162740239184458
Tfip11	-0.395625612855593	0.0394665611831537
Crybb3	5.1959444123111	0.0361053120411727
Wsb2	-0.963488705059293	0.0232693302864007
Rsrc2	0.97487689707142	0.00116133951789995
Anapc5	0.805083797786547	0.0254210770374538
Anxa3	1.04390558491072	0.0163487691235633
Foxp2	2.12410465773924	0.0334603186727692
Gigyf1	0.669525729401184	0.0283623462651975
Klhdc10	-0.455226056532161	0.0204918499792888
Abcg2	1.32167388616008	0.0255969972009216
Zyx	0.798394724636289	0.037992118589209
Ephb6	-1.79825565979387	0.0075251679403023
Gfpt1	-0.742661387849729	0.00204649712050914
Slc41a3	-1.69260624807547	0.008760758343493
Grip2	3.85196041263541	0.000870442440450809
Clec2d	1.31006891417488	0.0113632739809407
Klrb1c	-7.46205363534801	0.0003577390733044
Klrb1a	-7.27480978206785	0.00794899832622526
Herc2	-0.672062776493607	0.0186456784494303
Rhcg	-6.35376849319466	0.00827087333777507
Nr2f2	1.09704057274438	0.00787855946523367
Nox4	2.49209714864486	0.0238224264851432
Yif1b	-0.90951382129357	0.00818702696282409
Mfge8	-3.32150613805237	0.00404777283431359
Calca	1.91452136846689	0.0159467696458671
Pgm2l1	-1.16032981373599	0.0484433101888017
Fus	1.34115423537569	0.0298533986403799
Ptpn5	-9.08436270993005	0.000633842423276381
Gpc4	-1.78240257623257	0.00242045377706373
Plp2	-1.88693247331822	0.00490315097178673
Rbm3	1.9569159387928	0.0211159209786904
Porcn	1.34204589989717	0.00084672344588772
Slc38a5	-9.14726460637831	5.48705134279922e-07
Mtcp1	1.70669730696035	0.00818702696282409
Sytl4	-3.67514846263491	0.0344694498936153
Adgrg2	-3.65753868667358	0.00378018477162318
Gabre	1.83077410121427	0.00540274706044184
Nsdhl	-1.99498941840961	0.044092307781277
Ap1s2	-5.25059357550093	0.00433929817300712
Renbp	-1.35732729441473	0.0456953873357293
Angpt2	1.85148062699393	0.0111863769457188
Thsd1	1.73250182280686	0.000553349909970936
Aga	-1.43574690220624	0.0162740239184458
Rbpms	0.733705441430183	0.0344694498936153
Msmo1	-1.77733666757151	0.0116069941953974
Ednra	1.41817611434663	0.00273495878822702
Irx3	2.42487484605482	0.00577288144324656
St3gal2	-2.18175812054494	0.0222304541485454
Amfr	-0.467351969389732	0.00105495383464026
Aars	-0.838827052404954	0.00543616037957259
Acta1	2.34090986149396	0.0435726928961921
Nxpe2	-3.7455892222559	0.008760758343493
Kirrel3	-3.24819502272636	0.0130198356141836
Tagln	1.79670518045422	0.018012843396713
Ddx6	-0.38655207358454	0.0324137911981539
Hmbs	-1.03294591204597	0.000827344809260459
Dock6	1.28324428771115	0.0114512563787755
Elovl4	-5.50176355025642	0.0123152180633851
Stra6	-4.59335077682607	0.0218246847747995
Gsta4	-1.16072441475054	0.00818702696282409
Plod2	2.40352768506978	0.00540296300135801
Csnk1g1	-0.640842634322529	0.0253473736291816
Smad3	-0.830595028417844	0.0277125879744069
Cmtm6	-0.757391106728461	0.01588072296034
Gorasp1	-1.35355283547735	0.0187882170097686
Col6a4	-5.74945418169422	0.00124887309840604
Rbm5	0.809783662653516	0.00715167651462731
Uba7	1.26097633164951	0.0283601996974498
Klhdc8b	1.19574940179225	0.019355161644596
Oas2	2.45616938725915	0.00242819506712404
Styk1	-2.93037432703489	0.0384220719644442
Rbm11	-6.19875159894747	0.0436479260954401
Lipi	-6.17238033058526	0.0247122235405734
Mycbp2	-0.96662051823096	0.0456052376302051
Lss	-1.11303102128248	0.0349804852331994
Shf	-1.14937003453075	0.037992118589209
Galnt9	-2.29586264897835	0.0409475317016391
Armcx2	-2.4289073695064	0.037992118589209
Clec18a	-7.55997467804496	0.0136639661753321
BC034090	-2.49769972308206	0.00881702738333072
Zdhhc15	-1.86230587851294	0.0439958215366929
Cdkl4	-2.75398604823458	0.0484569257032086
Gria2	-10.6543721347702	0.0376293470232445
Ypel4	2.0706971633202	0.0218727448207202
Ogt	0.936717638152411	0.000598952046135674
Emid1	-5.89190399014733	0.00193422278968809
Faah	-3.33495598813092	0.0052476403181367
Gpc1	-2.24525547226335	0.000943014396599966
Slc25a37	0.74901068778105	0.0229032823564395
Sdr42e1	-1.73473591217611	0.018012843396713
Ly6g5c	-12.1070322086013	2.56212582235823e-06
Slc41a2	-3.04509662951628	0.020771118026382
Sema3f	1.11831667395912	0.0245723526443605
Plvap	1.55071210612825	0.0298533986403799
Map2k2	-0.511487871560662	0.0187882170097686
Shc4	-4.93628562278267	0.00173432964788648
Lars2	-2.64945540966807	0.000591902776850124
Leng8	1.94109534676925	0.000345986443682823
Dos	-2.23990223893814	0.0266811880770138
Xylb	-2.20797882951649	0.0491004780948503
Zfp57	2.63546696230478	0.00667441069672396
Mbnl3	-4.85923973422764	0.0343789416929244
Hoxc9	1.38140855868627	0.044092307781277
Fam69b	-1.04156641658903	0.0204918499792888
Kctd1	-2.69326772475631	0.0274262798794248
9530068E07Rik	-0.401441897128294	0.0120862664429237
Skp1a	-0.670676287934249	0.00340863362514004
Npy1r	1.81937918986623	0.0404942538236753
Lcn8	-14.1509422373537	2.20414928942005e-06
Btg1	0.69700933768068	0.0238224264851432
Ppfibp2	-2.07986303734355	0.0367629742997836
Colec11	2.25784162249059	0.0126197529432336
Cab39	-0.428887082459579	0.0425727917986876
Mcoln3	-7.50301559177006	0.0185180541421187
Tspan15	-2.2476476547252	0.00842852770681721
Slc35b2	-0.908635796751323	0.0220155864578782
Spry1	-0.924819443593996	0.0180444558082029
Rsrp1	1.29872324575038	0.0244706038156666
Galnt6	-2.41511685379905	0.00559158179893579
Mfsd2b	4.03329363680233	0.0371807462410483
Nudt22	-0.973930341443187	0.0443750078800885
Uvssa	0.71294871981835	0.038620091467403
Pafah2	-1.91250862574821	0.0383167637232254
Serpine1	2.21271561848783	0.0247122235405734
Zmat4	-7.31939570977722	0.0117347066574133
Ppfia1	-0.475282733697414	0.0324137911981539
Mrpl47	0.709822874172647	0.0403931322164971
H2-DMb2	-3.92806356360486	0.00601911040398696
Esyt3	-4.54409907939476	0.000781904439007723
Cd81	-0.89320699354888	0.0428607433298047
Rpl10a	1.40055839993272	0.0377482225035025
D630003M21Rik	-2.9005154967407	0.0249982010736347
Fbxw17	1.30428480019036	0.00974008415263948
Sh2d4b	2.13801266161286	0.0160819417021764
Nufip2	0.789382199156437	0.0172125968597531
Egr2	-4.85881264593402	0.0121297146509072
Fam101a	-4.59654916088497	0.00218454882857475
Zc3h7a	0.628653481704002	0.0301540386822879
Arap2	-1.12092651588204	0.00854997786825911
Spon1	1.66387614506822	5.24085920856032e-08
Serpinf2	-4.8488247630867	0.0178466022004602
Ensa	-0.51034480184839	0.0225134528679028
Rnh1	-1.22265054703216	1.57335535614758e-05
Gcnt1	-2.71921987652279	0.0160819417021764
Adrm1	1.66847238388316	0.000374893925270476
Chad	-2.90865133535655	0.0488715222441042
Runx2	-4.58137722745742	0.00543616037957259
Dusp10	2.70002377301994	0.000513261161966091
Rcan2	1.29175693499947	0.00654574370489357
Prex1	-1.27392124004196	0.0456052376302051
Vasn	0.80339472706032	0.0274262798794248
Lap3	-2.63597472374648	0.00633501750055103
Nploc4	-0.655098509693963	0.00124285528480816
Ldb2	1.83887630330584	0.00374073692466566
Galnt12	-4.63481397801371	0.00209208332820428
Nhsl1	-3.01207790249821	0.0247122235405734
Cbx4	0.822022338963098	0.0266917278616783
Slc7a5	-5.60621669491346	0.000311545284598164
Cox15	-1.94332893290949	0.00631079610542842
Nxph4	-6.14288180540897	0.00446860777277402
Pacsin1	-6.97317351604716	0.00128177597632391
Os9	-0.563018835348791	0.0336180147915196
Lppr2	1.14219206133499	0.0129085263201938
Dnph1	-2.30582726430356	0.0451728622520992
Ap1g2	1.23548916429625	0.0463560151154048
Creg1	-1.2136989216431	0.0424847109816965
Klc3	-3.66473418248791	0.0411922755532508
Snrnp25	-1.07578081219586	0.00717871992885114
Slc16a11	-3.61622289933807	0.0160819417021764
Rps19	1.2918085063515	0.0324137911981539
Arhgef10l	-1.77268745173787	0.0186924289727926
Nacad	1.63221206220276	0.0330173247629108
Pla2g5	-7.26842787523003	0.000286949691339218
Cftr	-4.57037512889377	0.008760758343493
Mup4	-11.0704017336657	0.0293980018036491
Gcn1l1	-0.960938826746763	0.0299927388479418
Amot	-2.73490208775994	0.0266811880770138
Pde3a	1.81964891850569	0.0146127522571907
Gpr155	-1.63860803754893	0.00999222428409024
Mapk1ip1	1.24105533357503	1.49698227007305e-09
Slc16a6	1.1506815895593	0.00276938474122175
Metap1d	1.40662705980835	0.000245084246444548
Rnpep	-0.561194772808171	0.0423204998924531
Gjb3	-4.59124685832208	0.0185326822287997
Zmym6	0.935424753699638	0.0301710597098661
Zmym4	-0.724765455197563	0.0256758701823982
C1galt1	1.00969495706018	0.000827344809260459
Safb2	0.742084108082719	0.0341123355372052
Xkr7	-8.63737792517933	0.017084321063481
Npl	-2.55811500859244	0.017639733531081
Gpr153	-1.35815557212112	0.0344851361107657
Sbk1	-1.80191002881716	0.0217778835797687
Teddm1b	-17.7069456210414	9.36691088734693e-06
Filip1l	1.87330409881581	0.0132968000109699
Defb12	-10.6667106126983	0.00375984202944542
Ly6g5b	-11.3837622257374	6.47028913686371e-07
Als2cl	1.5215776443286	0.00459398277856083
Ctla2a	2.06788324808656	0.000838464652247952
Snhg11	2.93995981358684	3.98765525910835e-05
Slc16a13	-3.23948554535156	0.00131670360191552
Acp1	-1.43296387381602	0.00123771495507561
Ankrd34b	-4.9951359068161	0.0319418940739326
Tubb2b	-2.99330189353535	0.0266811880770138
Klhdc9	-1.4789933626647	0.0367629742997836
Adra2c	-3.8723300863071	0.00131670360191552
Sh2d5	-4.21371047700452	0.00854997786825911
Lcn6	-8.95725539857835	0.000787903105009711
Tssc4	-0.741867098464192	0.0367629742997836
Adra1a	2.39813360827759	1.47343729139898e-07
Clec14a	1.74802544786292	0.00585876776483589
Teddm2	-9.83163367642434	5.24085920856032e-08
Tmem229b	-1.5667082559313	0.0409274990882154
Adamts6	2.19912675196635	0.0102836704420043
Rbp1	-2.94368334359694	0.0037627613010643
Spin2c	-4.91182078394381	0.00787855946523367
Gjb4	-6.45755658957673	7.09314063480321e-06
Foxc2	2.07612548275848	0.00292713881513645
Ddit4l	-5.72428650283891	0.000282184468051801
Pla2g4f	-7.53567891625164	0.0390128784399874
Teddm1a	-15.4671146888692	1.47343729139898e-07
Cltc	-0.439416814972786	0.0369254641334127
Cldn2	-8.25621527898808	0.000117507069207863
Kcne4	1.32233142964691	0.0439958215366929
Tctex1d4	-3.70574543756865	0.008760758343493
Champ1	-0.592051302816899	0.0344008338842729
Hs3st3a1	-6.72417907523695	0.00173432964788648
Trappc9	-0.941318247164343	0.0443704171693711
Kcna1	-2.59343005191499	0.0200836893444262
9230110F15Rik	-15.0871115590165	0.0156789257467474
Lmod1	2.05275958887752	0.00131670360191552
Rnf149	-4.06684092349061	0.000491433679139937
Ovch2	-8.92179424547535	0.0467230836349729
Mmgt2	-2.91934855028756	0.0229032823564395
Dact2	-2.24435755813757	0.00246081828015024
Bmyc	-4.28657217992446	0.000122565141064954
Rgag4	-2.23586222981124	0.0393682053678798
Syt12	-0.784324498659823	0.0316646698372747
Sorl1	-1.99087683251369	5.48705134279922e-07
Lingo1	-6.34976699442299	0.000579922999678804
Armcx4	-1.59455661858824	0.0383292686023173
Rasl11b	-1.38003337206553	0.0336180147915196
Zfp697	-1.28812159426941	0.00253673096601603
Bex1	-5.23473105386188	0.035319711053195
Armcx6	-5.8787650080517	0.00012211978828082
Lamtor4	-1.32614019102163	0.0109791811894487
Defb19	-5.84851378849888	0.008760758343493
Ism2	-5.32166337897059	0.0370610489997019
Gja1	-2.47489621640562	0.0136639661753321
Creg2	-7.67820897736253	0.000870442440450809
Zbtb22	-0.614829157749215	0.00082497917590724
Ppp1r37	-0.743910374845187	0.0225615167710495
Kctd14	-3.04856163605164	0.00577288144324656
Tbc1d30	-2.91539795881029	0.0289847199298404
Atp6v1a	-0.470704085888073	0.0220155864578782
Bpi	-6.41384972269204	0.00541514399088374
Rnf157	-3.18677050142882	0.008760758343493
Spink2	-5.36511474248405	0.00216198563223549
Nebl	-3.37407989829737	0.00854997786825911
Lgals4	2.21818559150224	6.64263171734042e-06
Prr14l	-0.629637133795635	0.0425727917986876
Mmrn1	2.03262642048227	0.0186924289727926
Emcn	1.37900978900089	0.0152937701009427
Agap1	-0.859024770418425	0.00144018517253063
Commd5	-0.812241695428686	0.00994521438174984
Pdlim1	-1.7694916257691	0.0497883379012171
Srsf11	0.799234714561736	0.0383292686023173
Spink5	-6.77736976764465	0.0274262798794248
Fut2	-4.56801502472254	0.0159467696458671
Clca3a1	3.06566204958709	6.19558028201993e-05
Cndp1	-3.06015012309846	0.0196182091732192
Spock1	-6.79903020407767	0.000742866190979245
Tmem154	-2.26630050314687	0.0109791811894487
Gulp1	1.90772662989051	0.0384289395097155
Gm6169	-1.59492298047171	0.0326824391689521
Palld	1.63077609656088	0.0344851361107657
Gpr182	1.67064779376174	0.0413580099815281
Tmed9	-1.2387001769952	0.0308627417971277
Anks1b	-5.12946167617927	0.0132968000109699
Hopx	-3.43035559523499	0.00540574342630306
Actg2	-4.3913482014866	0.0290991398443153
Spag11b	-13.7073626290608	0.00162072928508149
Eif4a1	1.27723603645006	8.2797927426509e-05
Adamts14	1.71485745914408	0.0370414107752252
Intu	-0.987661148308914	0.0394168921884283
Csmd1	2.08617812936381	0.0423204998924531
Copz1	-0.804751190226603	0.0247122235405734
Fam195b	-0.790696290598209	0.0230175329478298
Med9	-0.766116550141315	0.0443394916305389
Zfp13	-2.00370088242462	0.034333472870274
Iah1	-1.12110181866683	0.0374321115265617
Obp2a	-7.93937182651791	0.0156789257467474
Defb45	-12.8088699127112	0.00982189468955551
Lilrb4	2.0205679948652	0.00250568727762086
Hdac10	0.99992289654676	0.031864921139872
Ccni	-0.791819707054402	0.0462471020432752
Gpr84	-4.41047273360587	0.0159610981142176
Rps15	-0.952772453780723	0.00242090391694444
Hspbp1	-1.18288224487345	0.000399961427038527
Ipcef1	-3.38950677631691	0.018762820036788
Hvcn1	-1.60233108389818	0.012491987704912
mt-Nd2	1.13798946988295	0.0419597522635311
Muc5b	-7.92771047723175	0.0120862664429237
Hmgb1	1.16032712640417	0.00124887309840604
Cryba4	-11.3946384125328	2.73442119470308e-05
Asb18	-10.1648622697704	0.00144256192199655
H2-M9	3.87364219140025	0.0109791811894487
Gm15386	-11.397836227273	1.57335535614758e-05
Pi15	1.81271486836036	0.0225134528679028
Dok1	-1.54490904782977	0.0424847109816965
D430041D05Rik	-5.27367194797012	0.00378715175202136
Rnase13	-9.79626653322588	0.0171948593295585
Celsr2	-1.79492636806412	0.0117983373955349
Urm1	-0.52239114710976	0.0369254641334127
Fat1	-1.87238660243061	0.00898607182770895
Hs3st3b1	-4.88191703167021	0.00404777283431359
Ctcfl	2.45100705879501	0.00938879899785164
Ren1	3.87813807405566	0.00941109527531279
Tmem200b	1.30967404307018	0.0155119481127882
Gltscr1	0.579897205115791	0.0285016390821607
Zfp827	-1.71248429744723	0.0257512974101438
2410004P03Rik	-3.54933153496517	0.0497883379012171
Klrg2	-4.04979975758265	0.0159821346984655
Ubxn1	-0.521295537389802	0.0119513366907567
Ecscr	1.38254490282112	0.0172139542913387
Defb18	-14.297025349386	0.00182094118975674
Omp	-5.11157607543005	0.000349880794934999
Ntf5	-3.47472382878399	0.0236911158351294
Gm10642	-2.10486707510343	0.0136561851062745
Bsph1	-11.8708421904943	0.0068287192698193
Kif5a	3.75615727494078	2.20414928942005e-06
Defb25	-13.9540513001361	6.01508088914664e-05
Ano3	-6.53589550000614	0.00356241528120609
Pin1rt1	-1.1563975426723	0.000839579551791257
