"","space","start","end","width","peak","feature","names","strand","start_position","end_position","insideFeature","distancetoFeature","shortestDistance","fromOverlappingOrNearest","external_gene_name","V1","V2","V3","V5","V6","V7","V8","V9"
"28","1",12514036,12514432,397,"peak106","ENSG00000239149","peak106 ENSG00000239149","+",12507246,12507397,"downstream",6790,6639,"NearestStart","SNORA59A","chr1",12514036,12514432,59,".",192.94,-1,-1
"29","1",12538045,12538753,709,"peak107","ENSG00000229484","peak107 ENSG00000229484","+",12527724,12528420,"downstream",10321,9625,"NearestStart","RP5-888M10.2","chr1",12538045,12538753,383,".",1239.38,-1,-1
"30","1",12545458,12546189,732,"peak108","ENSG00000229484","peak108 ENSG00000229484","+",12527724,12528420,"downstream",17734,17038,"NearestStart","RP5-888M10.2","chr1",12545458,12546189,872,".",2821.53,-1,-1
"31","1",12546264,12547208,945,"peak109","ENSG00000229484","peak109 ENSG00000229484","+",12527724,12528420,"downstream",18540,17844,"NearestStart","RP5-888M10.2","chr1",12546264,12547208,958,".",3100,-1,-1
"32","1",985750,986497,748,"peak11","ENSG00000187642","peak11 ENSG00000187642","-",975204,982093,"upstream",-3657,3657,"NearestStart","PERM1","chr1",985750,986497,477,".",1542.89,-1,-1
"33","1",12547734,12548205,472,"peak110","ENSG00000229484","peak110 ENSG00000229484","+",12527724,12528420,"downstream",20010,19314,"NearestStart","RP5-888M10.2","chr1",12547734,12548205,50,".",162.51,-1,-1
"34","1",12600005,12600699,695,"peak111","ENSG00000162496","peak111 ENSG00000162496","-",12567910,12617731,"inside",17726,17032,"NearestStart","DHRS3","chr1",12600005,12600699,323,".",1045.01,-1,-1
"35","1",12609448,12610370,923,"peak112","ENSG00000162496","peak112 ENSG00000162496","-",12567910,12617731,"inside",8283,7361,"NearestStart","DHRS3","chr1",12609448,12610370,958,".",3100,-1,-1
"36","1",12612631,12612978,348,"peak113","ENSG00000162496","peak113 ENSG00000162496","-",12567910,12617731,"inside",5100,4753,"NearestStart","DHRS3","chr1",12612631,12612978,35,".",113.73,-1,-1
"37","1",12613142,12614065,924,"peak114","ENSG00000162496","peak114 ENSG00000162496","-",12567910,12617731,"inside",4589,3666,"NearestStart","DHRS3","chr1",12613142,12614065,772,".",2496.17,-1,-1
"38","1",12616484,12616847,364,"peak115","ENSG00000162496","peak115 ENSG00000162496","-",12567910,12617731,"inside",1247,884,"NearestStart","DHRS3","chr1",12616484,12616847,129,".",417.85,-1,-1
"39","1",12654907,12655418,512,"peak116","ENSG00000204518","peak116 ENSG00000204518","+",12644547,12667086,"inside",10360,10360,"NearestStart","AADACL4","chr1",12654907,12655418,458,".",1482.96,-1,-1
"40","1",12657789,12658309,521,"peak117","ENSG00000204518","peak117 ENSG00000204518","+",12644547,12667086,"inside",13242,8777,"NearestStart","AADACL4","chr1",12657789,12658309,109,".",353.23,-1,-1
"41","1",12658910,12659392,483,"peak118","ENSG00000204518","peak118 ENSG00000204518","+",12644547,12667086,"inside",14363,7694,"NearestStart","AADACL4","chr1",12658910,12659392,47,".",153.16,-1,-1
"42","1",12660130,12660986,857,"peak119","ENSG00000204518","peak119 ENSG00000204518","+",12644547,12667086,"inside",15583,6100,"NearestStart","AADACL4","chr1",12660130,12660986,958,".",3100,-1,-1
"43","1",989247,989900,654,"peak12","ENSG00000187642","peak12 ENSG00000187642","-",975204,982093,"upstream",-7154,7154,"NearestStart","PERM1","chr1",989247,989900,121,".",392.15,-1,-1
"44","1",12675848,12676521,674,"peak120","ENSG00000226166","peak120 ENSG00000226166","+",12692909,12693020,"upstream",-17061,16388,"NearestStart","RP11-474O21.2","chr1",12675848,12676521,108,".",349.19,-1,-1
"45","1",12678427,12679303,877,"peak121","ENSG00000226166","peak121 ENSG00000226166","+",12692909,12693020,"upstream",-14482,13606,"NearestStart","RP11-474O21.2","chr1",12678427,12679303,100,".",324.27,-1,-1
"46","1",12682500,12683067,568,"peak122","ENSG00000226166","peak122 ENSG00000226166","+",12692909,12693020,"upstream",-10409,9842,"NearestStart","RP11-474O21.2","chr1",12682500,12683067,417,".",1350.12,-1,-1
"47","1",15226330,15226797,468,"peak123","ENSG00000278480","peak123 ENSG00000278480","+",15226373,15227549,"overlapStart",-43,43,"NearestStart","RP5-903E17.2","chr1",15226330,15226797,51,".",167.98,-1,-1
"48","1",15240072,15240860,789,"peak124","ENSG00000142621","peak124 ENSG00000142621","+",15247272,15400283,"upstream",-7200,6412,"NearestStart","FHAD1","chr1",15240072,15240860,958,".",3100,-1,-1
"49","1",15271221,15272438,1218,"peak125","ENSG00000142621","peak125 ENSG00000142621","+",15247272,15400283,"inside",23949,23949,"NearestStart","FHAD1","chr1",15271221,15272438,396,".",1282.36,-1,-1
"50","1",15273548,15274368,821,"peak126","ENSG00000142621","peak126 ENSG00000142621","+",15247272,15400283,"inside",26276,26276,"NearestStart","FHAD1","chr1",15273548,15274368,359,".",1163.24,-1,-1
"51","1",15276287,15276934,648,"peak127","ENSG00000142621","peak127 ENSG00000142621","+",15247272,15400283,"inside",29015,29015,"NearestStart","FHAD1","chr1",15276287,15276934,69,".",224.75,-1,-1
"52","1",15290725,15291269,545,"peak128","ENSG00000142621","peak128 ENSG00000142621","+",15247272,15400283,"inside",43453,43453,"NearestStart","FHAD1","chr1",15290725,15291269,33,".",109.65,-1,-1
"53","1",15302660,15303324,665,"peak129","ENSG00000236045","peak129 ENSG00000236045","-",15334166,15335464,"downstream",32804,30842,"NearestStart","RP3-467K16.7","chr1",15302660,15303324,958,".",3100,-1,-1
"54","1",1008660,1009923,1264,"peak13","ENSG00000231702","peak13 ENSG00000231702","-",1008076,1008229,"upstream",-431,431,"NearestStart","RP11-54O7.10","chr1",1008660,1009923,958,".",3100,-1,-1
"55","1",15303550,15304464,915,"peak130","ENSG00000236045","peak130 ENSG00000236045","-",15334166,15335464,"downstream",31914,29702,"NearestStart","RP3-467K16.7","chr1",15303550,15304464,958,".",3100,-1,-1
"56","1",15347815,15348302,488,"peak131","ENSG00000233485","peak131 ENSG00000233485","-",15326680,15343876,"upstream",-3939,3939,"NearestStart","RP3-467K16.2","chr1",15347815,15348302,49,".",159.19,-1,-1
"57","1",15351810,15352647,838,"peak132","ENSG00000233485","peak132 ENSG00000233485","-",15326680,15343876,"upstream",-7934,7934,"NearestStart","RP3-467K16.2","chr1",15351810,15352647,869,".",2811.48,-1,-1
"58","1",15354424,15355067,644,"peak133","ENSG00000233485","peak133 ENSG00000233485","-",15326680,15343876,"upstream",-10548,10548,"NearestStart","RP3-467K16.2","chr1",15354424,15355067,260,".",843.62,-1,-1
"59","1",15356974,15357582,609,"peak134","ENSG00000233485","peak134 ENSG00000233485","-",15326680,15343876,"upstream",-13098,13098,"NearestStart","RP3-467K16.2","chr1",15356974,15357582,750,".",2425.27,-1,-1
"60","1",15374842,15375671,830,"peak135","ENSG00000233485","peak135 ENSG00000233485","-",15326680,15343876,"upstream",-30966,30966,"NearestStart","RP3-467K16.2","chr1",15374842,15375671,958,".",3100,-1,-1
"61","1",15416826,15417326,501,"peak136","ENSG00000142634","peak136 ENSG00000142634","+",15409895,15430343,"inside",6931,6931,"NearestStart","EFHD2","chr1",15416826,15417326,179,".",580.78,-1,-1
"62","1",15468258,15468777,520,"peak137","ENSG00000215704","peak137 ENSG00000215704","+",15465909,15491400,"inside",2349,2349,"NearestStart","CELA2B","chr1",15468258,15468777,60,".",196.12,-1,-1
"63","1",15498548,15499023,476,"peak138","ENSG00000132906","peak138 ENSG00000132906","-",15490832,15526534,"inside",27986,7716,"NearestStart","CASP9","chr1",15498548,15499023,318,".",1028.65,-1,-1
"64","1",15609213,15609745,533,"peak139","ENSG00000252417","peak139 ENSG00000252417","-",15608078,15608145,"upstream",-1068,1068,"NearestStart","RNU7-179P","chr1",15609213,15609745,69,".",224.99,-1,-1
"65","1",1014737,1016001,1265,"peak14","ENSG00000224969","peak14 ENSG00000224969","-",1011997,1013193,"upstream",-1544,1544,"NearestStart","RP11-54O7.11","chr1",1014737,1016001,749,".",2423.3,-1,-1
"66","1",15727029,15727420,392,"peak140","ENSG00000162461","peak140 ENSG00000162461","+",15736405,15741396,"upstream",-9376,8985,"NearestStart","SLC25A34","chr1",15727029,15727420,47,".",153.86,-1,-1
"67","1",16034353,16034533,181,"peak141","ENSG00000232456","peak141 ENSG00000232456","-",16035178,16040029,"downstream",5676,645,"NearestStart","RP11-5P18.10","chr1",16034353,16034533,35,".",114.38,-1,-1
"68","1",16121608,16122073,466,"peak142","ENSG00000227959","peak142 ENSG00000227959","+",16155211,16157329,"upstream",-33603,33138,"NearestStart","RP11-276H7.2","chr1",16121608,16122073,62,".",201.64,-1,-1
"69","1",16126478,16127325,848,"peak143","ENSG00000227959","peak143 ENSG00000227959","+",16155211,16157329,"upstream",-28733,27886,"NearestStart","RP11-276H7.2","chr1",16126478,16127325,121,".",392.93,-1,-1
"70","1",16339065,16340300,1236,"peak144","ENSG00000037637","peak144 ENSG00000037637","-",16246839,16352454,"inside",13389,12154,"NearestStart","FBXO42","chr1",16339065,16340300,363,".",1173.75,-1,-1
"71","1",16469731,16470761,1031,"peak145","ENSG00000226029","peak145 ENSG00000226029","+",16460948,16468481,"downstream",8783,1250,"NearestStart","RP4-798A10.2","chr1",16469731,16470761,80,".",259.16,-1,-1
"72","1",16471531,16472193,663,"peak146","ENSG00000226029","peak146 ENSG00000226029","+",16460948,16468481,"downstream",10583,3050,"NearestStart","RP4-798A10.2","chr1",16471531,16472193,48,".",156.55,-1,-1
"73","1",16472464,16473250,787,"peak147","ENSG00000226029","peak147 ENSG00000226029","+",16460948,16468481,"downstream",11516,3983,"NearestStart","RP4-798A10.2","chr1",16472464,16473250,75,".",244.66,-1,-1
"74","1",16515917,16516828,912,"peak148","ENSG00000261135","peak148 ENSG00000261135","+",16514645,16515754,"downstream",1272,163,"NearestStart","RP4-798A10.7","chr1",16515917,16516828,69,".",223.14,-1,-1
"75","1",16538517,16539425,909,"peak149","ENSG00000268991","peak149 ENSG00000268991","+",16539066,16539575,"overlapStart",-549,150,"NearestStart","FAM231C","chr1",16538517,16539425,958,".",3100,-1,-1
"76","1",1068328,1068749,422,"peak15","ENSG00000273443","peak15 ENSG00000273443","-",1062208,1063288,"upstream",-5040,5040,"NearestStart","RP11-54O7.18","chr1",1068328,1068749,36,".",119.1,-1,-1
"77","1",16551066,16551362,297,"peak150","ENSG00000225710","peak150 ENSG00000225710","-",16548651,16552531,"inside",1465,1169,"NearestStart","RP5-875O13.6","chr1",16551066,16551362,40,".",131.45,-1,-1
"78","1",16552878,16553148,271,"peak151","ENSG00000225710","peak151 ENSG00000225710","-",16548651,16552531,"upstream",-347,347,"NearestStart","RP5-875O13.6","chr1",16552878,16553148,34,".",109.97,-1,-1
"79","1",16950259,16951160,902,"peak152","ENSG00000226526","peak152 ENSG00000226526","+",16978926,17005091,"upstream",-28667,27766,"NearestStart","RP1-37C10.3","chr1",16950259,16951160,991,".",3205.56,-1,-1
"80","1",17020623,17021180,558,"peak153","ENSG00000159363","peak153 ENSG00000159363","-",16985958,17011928,"upstream",-8695,8695,"NearestStart","ATP13A2","chr1",17020623,17021180,85,".",278,-1,-1
"81","1",17021253,17021642,390,"peak154","ENSG00000159363","peak154 ENSG00000159363","-",16985958,17011928,"upstream",-9325,9325,"NearestStart","ATP13A2","chr1",17021253,17021642,41,".",133.79,-1,-1
"82","1",17026488,17028380,1893,"peak155","ENSG00000159363","peak155 ENSG00000159363","-",16985958,17011928,"upstream",-14560,14560,"NearestStart","ATP13A2","chr1",17026488,17028380,683,".",2208.4,-1,-1
"83","1",17029482,17030054,573,"peak156","ENSG00000159363","peak156 ENSG00000159363","-",16985958,17011928,"upstream",-17554,17554,"NearestStart","ATP13A2","chr1",17029482,17030054,75,".",245.58,-1,-1
"84","1",17033832,17034949,1118,"peak157","ENSG00000117118","peak157 ENSG00000117118","-",17018722,17054170,"inside",20338,15110,"NearestStart","SDHB","chr1",17033832,17034949,271,".",876.18,-1,-1
"85","1",17034954,17035968,1015,"peak158","ENSG00000117118","peak158 ENSG00000117118","-",17018722,17054170,"inside",19216,16232,"NearestStart","SDHB","chr1",17034954,17035968,703,".",2274.9,-1,-1
"86","1",17036970,17037798,829,"peak159","ENSG00000117118","peak159 ENSG00000117118","-",17018722,17054170,"inside",17200,16372,"NearestStart","SDHB","chr1",17036970,17037798,854,".",2762.09,-1,-1
"87","1",1071774,1072526,753,"peak16","ENSG00000237330","peak16 ENSG00000237330","-",1070966,1074307,"inside",2533,808,"NearestStart","RNF223","chr1",1071774,1072526,527,".",1705.81,-1,-1
"88","1",17038268,17039644,1377,"peak160","ENSG00000117118","peak160 ENSG00000117118","-",17018722,17054170,"inside",15902,14526,"NearestStart","SDHB","chr1",17038268,17039644,958,".",3100,-1,-1
"89","1",17043786,17044504,719,"peak161","ENSG00000117118","peak161 ENSG00000117118","-",17018722,17054170,"inside",10384,9666,"NearestStart","SDHB","chr1",17043786,17044504,123,".",399.85,-1,-1
"90","1",17274675,17275252,578,"peak162","ENSG00000266634","peak162 ENSG00000266634","+",17277889,17277975,"upstream",-3214,2637,"NearestStart","MIR3972","chr1",17274675,17275252,524,".",1695.91,-1,-1
"91","1",17339491,17340063,573,"peak163","ENSG00000280226","peak163 ENSG00000280226","-",17329012,17331796,"upstream",-7695,7695,"NearestStart","AC004824.2","chr1",17339491,17340063,299,".",969.52,-1,-1
"92","1",17382771,17383058,288,"peak164","ENSG00000276747","peak164 ENSG00000276747","+",17372196,17401699,"inside",10575,10575,"NearestStart","PADI6","chr1",17382771,17383058,42,".",136.8,-1,-1
"93","1",17407705,17408271,567,"peak165","ENSG00000227751","peak165 ENSG00000227751","+",17406760,17407382,"downstream",945,323,"NearestStart","RP1-20B21.4","chr1",17407705,17408271,78,".",255.06,-1,-1
"94","1",17425400,17425712,313,"peak166","ENSG00000266727","peak166 ENSG00000266727","-",17413631,17413694,"upstream",-11706,11706,"NearestStart","AC004824.1","chr1",17425400,17425712,32,".",104.4,-1,-1
"95","1",17440396,17440722,327,"peak167","ENSG00000179051","peak167 ENSG00000179051","-",17406760,17439724,"upstream",-672,672,"NearestStart","RCC2","chr1",17440396,17440722,32,".",106.53,-1,-1
"96","1",17454807,17455318,512,"peak168","ENSG00000179051","peak168 ENSG00000179051","-",17406760,17439724,"upstream",-15083,15083,"NearestStart","RCC2","chr1",17454807,17455318,120,".",390.92,-1,-1
"97","1",17494572,17495037,466,"peak169","ENSG00000074964","peak169 ENSG00000074964","+",17539835,17697874,"upstream",-45263,44798,"NearestStart","ARHGEF10L","chr1",17494572,17495037,50,".",164.27,-1,-1
"98","1",1080719,1081059,341,"peak17","ENSG00000237330","peak17 ENSG00000237330","-",1070966,1074307,"upstream",-6412,6412,"NearestStart","RNF223","chr1",1080719,1081059,74,".",239.31,-1,-1
"99","1",17559544,17560694,1151,"peak170","ENSG00000074964","peak170 ENSG00000074964","+",17539835,17697874,"inside",19709,19709,"NearestStart","ARHGEF10L","chr1",17559544,17560694,727,".",2351.05,-1,-1
"100","1",17563625,17564331,707,"peak171","ENSG00000074964","peak171 ENSG00000074964","+",17539835,17697874,"inside",23790,23790,"NearestStart","ARHGEF10L","chr1",17563625,17564331,958,".",3100,-1,-1
"101","1",17571687,17572169,483,"peak172","ENSG00000074964","peak172 ENSG00000074964","+",17539835,17697874,"inside",31852,31852,"NearestStart","ARHGEF10L","chr1",17571687,17572169,146,".",473.46,-1,-1
"102","1",17576963,17577438,476,"peak173","ENSG00000074964","peak173 ENSG00000074964","+",17539835,17697874,"inside",37128,37128,"NearestStart","ARHGEF10L","chr1",17576963,17577438,64,".",207.18,-1,-1
"103","1",17594876,17595219,344,"peak174","ENSG00000074964","peak174 ENSG00000074964","+",17539835,17697874,"inside",55041,55041,"NearestStart","ARHGEF10L","chr1",17594876,17595219,60,".",196.45,-1,-1
"104","1",17641158,17641663,506,"peak175","ENSG00000236648","peak175 ENSG00000236648","+",17717687,17749978,"upstream",-76529,76024,"NearestStart","RP11-473A10.2","chr1",17641158,17641663,229,".",740.82,-1,-1
"105","1",17846569,17847451,883,"peak176","ENSG00000117148","peak176 ENSG00000117148","+",17755313,17827063,"downstream",91256,19506,"NearestStart","ACTL8","chr1",17846569,17847451,261,".",845.72,-1,-1
"106","1",17849887,17850227,341,"peak177","ENSG00000117148","peak177 ENSG00000117148","+",17755313,17827063,"downstream",94574,22824,"NearestStart","ACTL8","chr1",17849887,17850227,39,".",129.32,-1,-1
"107","1",17855924,17856232,309,"peak178","ENSG00000117148","peak178 ENSG00000117148","+",17755313,17827063,"downstream",100611,28861,"NearestStart","ACTL8","chr1",17855924,17856232,37,".",121.36,-1,-1
"108","1",18806634,18807703,1070,"peak179","ENSG00000179002","peak179 ENSG00000179002","-",18839599,18859682,"downstream",53048,31896,"NearestStart","TAS1R2","chr1",18806634,18807703,296,".",959.99,-1,-1
"109","1",1091466,1091993,528,"peak18","ENSG00000237330","peak18 ENSG00000237330","-",1070966,1074307,"upstream",-17159,17159,"NearestStart","RNF223","chr1",1091466,1091993,70,".",229.13,-1,-1
"110","1",18807769,18808428,660,"peak180","ENSG00000179002","peak180 ENSG00000179002","-",18839599,18859682,"downstream",51913,31171,"NearestStart","TAS1R2","chr1",18807769,18808428,132,".",428.94,-1,-1
"111","1",18809101,18809411,311,"peak181","ENSG00000179002","peak181 ENSG00000179002","-",18839599,18859682,"downstream",50581,30188,"NearestStart","TAS1R2","chr1",18809101,18809411,42,".",136.31,-1,-1
"112","1",18884776,18885042,267,"peak182","ENSG00000265606","peak182 ENSG00000265606","-",18883202,18883275,"upstream",-1501,1501,"NearestStart","MIR4695","chr1",18884776,18885042,45,".",147.47,-1,-1
"113","1",19258244,19258474,231,"peak183","ENSG00000127463","peak183 ENSG00000127463","-",19215664,19251552,"upstream",-6692,6692,"NearestStart","EMC1","chr1",19258244,19258474,40,".",130.67,-1,-1
"114","1",19493174,19493627,454,"peak184","ENSG00000077549","peak184 ENSG00000077549","-",19338776,19485539,"upstream",-7635,7635,"NearestStart","CAPZB","chr1",19493174,19493627,173,".",560.09,-1,-1
"115","1",19678271,19678660,390,"peak185","ENSG00000158748","peak185 ENSG00000158748","+",19665287,19679562,"inside",12984,902,"NearestStart","HTR6","chr1",19678271,19678660,56,".",184.25,-1,-1
"116","1",19681011,19681583,573,"peak186","ENSG00000158748","peak186 ENSG00000158748","+",19665287,19679562,"downstream",15724,1449,"NearestStart","HTR6","chr1",19681011,19681583,540,".",1748.15,-1,-1
"117","1",19682626,19683516,891,"peak187","ENSG00000158748","peak187 ENSG00000158748","+",19665287,19679562,"downstream",17339,3064,"NearestStart","HTR6","chr1",19682626,19683516,339,".",1097.6,-1,-1
"118","1",19686848,19687439,592,"peak188","ENSG00000158748","peak188 ENSG00000158748","+",19665287,19679562,"downstream",21561,7286,"NearestStart","HTR6","chr1",19686848,19687439,442,".",1431.65,-1,-1
"119","1",19693946,19694581,636,"peak189","ENSG00000158748","peak189 ENSG00000158748","+",19665287,19679562,"downstream",28659,14384,"NearestStart","HTR6","chr1",19693946,19694581,37,".",120.2,-1,-1
"120","1",1092238,1092458,221,"peak19","ENSG00000237330","peak19 ENSG00000237330","-",1070966,1074307,"upstream",-17931,17931,"NearestStart","RNF223","chr1",1092238,1092458,58,".",189.15,-1,-1
"121","1",19763597,19764001,405,"peak190","ENSG00000162542","peak190 ENSG00000162542","-",19682213,19799945,"inside",36348,35944,"NearestStart","TMCO4","chr1",19763597,19764001,36,".",116.81,-1,-1
"122","1",19922817,19924220,1404,"peak191","ENSG00000188784","peak191 ENSG00000188784","-",19920009,19923617,"overlapStart",800,603,"NearestStart","PLA2G2E","chr1",19922817,19924220,958,".",3100,-1,-1
"123","1",19946105,19946509,405,"peak192","ENSG00000188784","peak192 ENSG00000188784","-",19920009,19923617,"upstream",-22488,22488,"NearestStart","PLA2G2E","chr1",19946105,19946509,54,".",174.99,-1,-1
"124","1",20004916,20005396,481,"peak193","ENSG00000127472","peak193 ENSG00000127472","+",20028179,20091190,"upstream",-23263,22783,"NearestStart","PLA2G5","chr1",20004916,20005396,213,".",688.96,-1,-1
"125","1",21036747,21037673,927,"peak194","ENSG00000233072","peak194 ENSG00000233072","-",21003550,21003934,"upstream",-32813,32813,"NearestStart","RPS15AP6","chr1",21036747,21037673,201,".",650.86,-1,-1
"126","1",21150446,21150700,255,"peak195","ENSG00000235112","peak195 ENSG00000235112","+",21161475,21162081,"upstream",-11029,10775,"NearestStart","HSPE1P27","chr1",21150446,21150700,31,".",101.77,-1,-1
"127","1",21567992,21569069,1078,"peak196","ENSG00000233431","peak196 ENSG00000233431","+",21586472,21591187,"upstream",-18480,17403,"NearestStart","RP11-63N8.3","chr1",21567992,21569069,958,".",3100,-1,-1
"128","1",21569335,21569755,421,"peak197","ENSG00000233431","peak197 ENSG00000233431","+",21586472,21591187,"upstream",-17137,16717,"NearestStart","RP11-63N8.3","chr1",21569335,21569755,50,".",162.78,-1,-1
"129","1",21588339,21588793,455,"peak198","ENSG00000233431","peak198 ENSG00000233431","+",21586472,21591187,"inside",1867,1867,"NearestStart","RP11-63N8.3","chr1",21588339,21588793,81,".",262.62,-1,-1
"130","1",21594642,21595510,869,"peak199","ENSG00000221781","peak199 ENSG00000221781","-",21592411,21592548,"upstream",-2094,2094,"NearestStart","AL359815.1","chr1",21594642,21595510,958,".",3100,-1,-1
"131","1",858267,858748,482,"peak2","ENSG00000234711","peak2 ENSG00000234711","+",873292,874349,"upstream",-15025,14544,"NearestStart","TUBB8P11","chr1",858267,858748,49,".",158.46,-1,-1
"132","1",1093771,1094218,448,"peak20","ENSG00000237330","peak20 ENSG00000237330","-",1070966,1074307,"upstream",-19464,19464,"NearestStart","RNF223","chr1",1093771,1094218,36,".",117.8,-1,-1
