external_gene_name	log2FoldChange.HFVeh_vs_NormVeh	padj.HFVeh_vs_NormVeh
Clk1	1.0769260035383	0.0304808126092263
Ncl	-0.522175247497207	0.0437818096752644
Trp53bp2	-0.814970783986034	0.0450717626532938
Prkcq	3.53548830051723	0.0445324683419006
Adam33	1.44007154446308	0.0472540930830437
Casc5	3.77279322319475	0.0418029503658741
Tmco5	5.27558446289612	0.0424043131693256
Ccm2l	1.54986182201852	0.0297918978488969
Fam209	4.95733523355497	0.0357579506966897
Wisp2	3.16569013092632	3.49145317394634e-08
Pex5l	5.57760533583478	0.0291812506053521
Ppid	1.00575754769502	0.00996786590653867
Notch2	-0.595712120106033	0.0137556723297497
Creb3l4	4.40771063602489	0.0476246032328915
Celf3	5.69546655750811	0.0142218000711287
B4galt1	-0.995856477084025	0.00607723162283016
Pde4b	1.04934304058708	0.0491076840323868
Hp1bp3	-0.536254073102976	0.0374083337982037
Tekt2	3.37086496631779	0.00205521835163163
Trappc3	-0.655668162243604	0.0316555057943314
Nsg1	1.80145759500868	0.0450717626532938
Khk	-1.3860849965452	0.0142218000711287
Pdgfra	-1.46564263761661	0.0291812506053521
Rsrc2	0.82878410158869	0.0302219246561825
Ankrd7	6.6820858739421	0.0224794892252108
Ankrd61	4.13963183387592	0.0491076840323868
Tfpi2	2.85293241752995	0.0448423606282193
Hyal5	8.28182682101858	0.0283295308896972
Gfpt1	-0.690752248587287	0.0183738189256555
Arhgap25	1.48528042418362	0.0326773553418029
Bhlhe40	-1.7975100948274	0.00076604984091187
Smco2	4.47684319629494	0.0491076840323868
Dnajb13	3.27913428018344	0.0442662578544523
Itgax	2.90160496849462	0.0142218000711287
Pdilt	5.79849343363261	0.0320045647736235
Tub	3.59919863517047	0.0357579506966897
Fgf13	3.37178103307985	0.000150554862702013
Plp2	-1.73653051827601	0.0320045647736235
Gabre	1.60880653496266	0.0450717626532938
Naa10	-1.07439524516462	0.0424043131693256
Dusp4	-0.758991435640842	0.0450717626532938
Adam5	4.73592746420775	0.0491076840323868
Triml1	6.11263728297778	0.0450717626532938
Amfr	-0.527918992051846	0.00076604984091187
Comp	4.04279175837967	0.0450717626532938
Ddx6	-0.554073768992127	0.00216729123306958
Ddx25	5.2900212447491	0.031311706365902
Slc37a2	1.84729545586681	0.00769884962515564
Ldlr	-1.15089639057681	0.0491076840323868
Ccnb2	4.20318760600162	0.0190328005346043
Cmtm6	-0.949420469383357	0.00426623505905035
Triobp	-0.663639267025224	0.0212229273594568
Fancd2os	5.31240962109602	0.0491076840323868
Irf2bpl	-0.871215770953041	0.00076604984091187
Spata6	2.51877968951701	0.0235507820577449
Ubd	4.58574144716231	7.3072260458455e-05
Pkig	0.540992707294654	0.0392518938645658
Abca17	5.52897234775441	0.026206816856902
Leng8	1.44184390473615	0.0392518938645658
Chrna5	4.4475802053883	0.0491076840323868
Cmtm2b	4.4900685121709	0.0491076840323868
Zfp57	2.61410709283643	0.0224794892252108
9530068E07Rik	-0.382105285387154	0.0445324683419006
Cpz	-1.56384130800479	0.0305859424826774
Psma8	5.38682176473381	0.0320045647736235
Fam135b	6.06306601826028	0.0304808126092263
Dna2	2.22383125691395	0.0491076840323868
Wdr62	2.54785524131618	0.0357579506966897
Spred3	2.02847682807501	0.0450717626532938
Slc20a2	-0.74353005721389	0.0197798575682558
Spag6l	6.50935268819668	0.0491076840323868
Inpp4b	2.5119279770399	0.0357579506966897
1110032A03Rik	0.874286311057334	0.0129972703713795
Slamf7	2.1248222848848	0.0121099535757601
Pln	2.52381861055913	0.027577457276131
Ensa	-0.676109446275553	0.00362176312029861
Rnh1	-0.779297048844009	0.0420120264928881
Adrm1	1.4517866792507	0.0129972703713795
Ptchd3	5.05193222535	0.0447255936738453
Zdhhc2	2.01021223296845	0.0392518938645658
Ldb2	1.76374119908558	0.0197798575682558
Hipk4	4.3188588087057	0.0316555057943314
Tmem225	5.48428140449981	0.0445324683419006
Lppr2	1.42900923824176	0.00323232877521102
4930505A04Rik	3.90158847613763	0.0425645515527301
Sox5	2.7795157548157	0.0382434669640688
Kif21b	1.75742895087389	0.0320045647736235
Armc5	-0.537565870227411	0.00873865181066976
Golga7b	2.34072447158395	0.0291812506053521
Zp3r	5.7985686547897	0.0491074595357366
Ccdc63	4.9912090989987	0.0478403907725293
Irf2bp1	-0.791297540639088	0.031311706365902
Efcab9	4.14778264489249	0.0450717626532938
Ctla2a	1.65029139522835	0.0365111642826635
Acp1	-1.10188229066956	0.0478481276041923
Lppr4	3.198905567204	0.00158245856297057
Poln	3.0053936533959	0.0450717626532938
Fahd1	-0.807732018545266	0.0017403046194261
Thtpa	-0.859643819857775	0.0450717626532938
Cldn12	-0.800152461034913	0.0447255936738453
Cltc	-0.481157057224537	0.0437818096752644
Rnase2a	3.19198567827901	0.0450717626532938
F2r	1.1700019247571	0.045738473833719
Prss54	4.66936302576321	0.0491076840323868
1810026J23Rik	-0.700675515760996	0.0283295308896972
Prss46	4.9007787622469	0.0445324683419006
Mmp12	2.59846752438256	0.00076604984091187
Zbtb12	-0.967667719846141	0.0491076840323868
Lgals3	1.64741871530035	0.0436152628535355
1700014D04Rik	5.87573347720858	0.018447315430274
Otop1	4.11198595345929	0.0195739586650307
Kctd19	5.16209121444634	0.0320045647736235
Cox6b2	3.53288020136965	0.0188394201297392
Mest	2.61970174636254	0.00433820676115088
Dock8	2.13738298930702	0.00130189735201232
Zdhhc19	6.52935215816504	0.0461373825549432
Lgals4	1.63261428494953	0.0129972703713795
Prr14l	-0.731757000040537	0.0365111642826635
Lrrc36	3.21993902449375	0.0392518938645658
Mettl7a1	-1.67822812868652	0.0445324683419006
Set	-0.785054670796377	0.0420120264928881
Lmntd1	1.90297535698968	0.011016447128708
Spata31	5.88628695839286	0.0447381124944818
Spata45	4.7523099830892	0.0478403907725293
Sycp2	7.3592921414055	0.0322734570446172
Tssk5	5.44518826950671	0.0491076840323868
Slc4a4	-1.58583064439672	0.0392518938645658
Myl4	2.09974573117363	0.0385841536552945
1700029P11Rik	4.76479306709548	0.0458015748929755
Wbscr16	-0.812863607433659	0.0380783894105082
Abca14	4.49013539239731	0.0486853891171563
Lilrb4	1.87984768214057	0.0224555031795399
Gm7964	-0.518428191276659	0.0154260349918574
Ccdc87	3.69405415703886	0.0403540710236382
Tnfrsf13c	3.77916279902089	0.0142218000711287
Pde7a	1.09651196936295	0.0180908532559591
Gm4950	-0.875984051038799	0.0399211301275693
Dsg1a	5.86234508697763	0.0420120264928881
Slc22a14	4.22993439673517	0.011016447128708
Utp3	-0.54889527461767	0.0461113975372937
Smpd5	3.51882041711503	0.040628703437355
Gm10382	4.5004071953844	0.0450717626532938
Gm4787	4.96084211215282	0.0459949954132238
Uprt	-0.873561090705	0.0497665193088546
Kif5a	3.07813824402717	0.00158106678467563
Pin1rt1	-0.963551328451983	0.0289175192474401
Fsip2	4.88999487066771	0.0450717626532938
Nrbp2	-1.11251681906589	0.00607723162283016
Zfp652	-0.542878727909625	0.0277843251788127
Nrarp	1.79281843714794	0.0343639851129122
Dcdc2b	2.31011565275727	0.0320045647736235
Zan	3.71846088505422	0.0491076840323868
Haus3	1.10062548246148	0.0447255936738453
Maea	-0.489284437080593	0.0418029503658741
Fbxo24	3.74342740192018	0.0478403907725293
Gm17673	6.44957239957072	0.0450717626532938
Gpr62	4.45115837719919	0.0392518938645658
Gm5627	3.23137128120507	0.0380353909782352
